Crash ID,State,YYYYMM,Year,Month,Day of week,Time,Crash Type,Bus Involvement,Heavy Rigid Truck Involvement,Articulated Truck Involvement,Road Userindex,Gender,Ageindex,Speed,Driving experienceindex,National Remoteness Areas,SA4 Name 2016,National LGA Name 2017,National Road Type,Christmas Period,Easter Period,Age Group,Time of day,Age,Road User,Driving experience
20185144,WA,2018-05,2018,5,Sunday,8:15:00,Single,No,No,No,Car passenger,Female,33,20,12,Outer Regional Australia,Western Australia - Wheat Belt,Wandering (S),National or State Highway,No,No,26_to_39,Day,,,
20181314,NSW,2018-05,2018,5,Saturday,10:30:00,Single,No,No,No,Motorcycle rider,Male,62,104,27,Remote Australia,Far West and Orana,Coonamble,Sub-Arterial Road,No,No,40_to_64,Day,,,
20182045,Vic,2018-05,2018,5,Saturday,14:03:00,Multiple,Yes,No,No,Motorcycle rider,Male,58,58,26,Major Cities of Australia,Melbourne - North East,Darebin (C),Local Road,No,No,40_to_64,Day,,,
20187002,NT,2018-05,2018,5,Saturday,13:38:00,Single,No,No,No,Motorcycle rider,Male,58,48,27,Very Remote Australia,Northern Territory - Outback,MacDonnell (R),Access Road,No,No,40_to_64,Day,,,
20181260,NSW,2018-05,2018,5,Saturday,10:40:00,Single,No,No,Yes,Car passenger,Male,64,0,29,Outer Regional Australia,Far West and Orana,Dubbo Regional,Sub-Arterial Road,No,No,40_to_64,Day,,,
20183027,Qld,2018-05,2018,5,Saturday,14:00:00,Single,No,No,No,Car driver,Female,46,116,13,Outer Regional Australia,Darling Downs - Maranoa,Southern Downs (R),National or State Highway,No,No,40_to_64,Day,,,
20181014,NSW,2018-05,2018,5,Sunday,8:53:00,Multiple,No,No,No,Car driver,Male,67,71,27,Inner Regional Australia,Riverina,Snowy Valleys,Arterial Road,No,No,65_to_74,Day,,,
20183108,Qld,2018-05,2018,5,Saturday,14:00:00,Single,No,No,No,Car driver,Male,17,89,2,Outer Regional Australia,Townsville,Townsville (C),National or State Highway,No,No,17_to_25,Day,,,
20187037,NT,2018-05,2018,5,Tuesday,8:05:00,Multiple,No,No,No,Car driver,Male,86,177,43,Remote Australia,Northern Territory - Outback,MacDonnell (R),National or State Highway,No,No,75_or_older,Day,,,
20181027,NSW,2018-05,2018,5,Tuesday,11:10:00,Single,No,No,No,Car driver,Male,92,116,63,Inner Regional Australia,Far West and Orana,Dubbo Regional,Local Road,No,No,75_or_older,Day,,,
20182175,Vic,2018-05,2018,5,Thursday,11:40:00,Multiple,No,No,No,Car driver,Male,83,100,43,Inner Regional Australia,Latrobe - Gippsland,Wellington (S),Local Road,No,No,75_or_older,Day,,,
20181117,NSW,2018-05,2018,5,Thursday,15:18:00,Multiple,No,No,No,Pedal cyclist,Male,77,30,44,Inner Regional Australia,Hunter Valley exc Newcastle,Port Stephens,Arterial Road,No,No,75_or_older,Day,,,
20185086,WA,2018-05,2018,5,Tuesday,8:45:00,Multiple,No,No,No,Pedal cyclist,Male,75,30,42,Major Cities of Australia,Perth - North West,Joondalup (C),Local Road,No,No,75_or_older,Day,,,
20183003,Qld,2018-05,2018,5,Wednesday,10:00:00,Single,No,No,No,Car driver,Female,81,94,44,Inner Regional Australia,Darling Downs - Maranoa,Western Downs (R),National or State Highway,No,No,75_or_older,Day,,,
20183221,Qld,2018-05,2018,5,Wednesday,10:00:00,Multiple,No,No,Yes,Car driver,Male,75,160,43,Inner Regional Australia,Ipswich,Scenic Rim (R),National or State Highway,No,No,75_or_older,Day,,,
20181180,NSW,2018-05,2018,5,Tuesday,10:50:00,Multiple,No,No,No,Car driver,Male,75,80,44,Inner Regional Australia,Capital Region,Snowy Monaro Regional,National or State Highway,No,No,75_or_older,Day,,,
20183073,Qld,2018-05,2018,5,Thursday,17:00:00,Multiple,No,Yes,No,Car driver,Male,25,97,4,Major Cities of Australia,Gold Coast,Gold Coast (C),Sub-Arterial Road,No,No,17_to_25,Day,,,
20183138,Qld,2018-05,2018,5,Monday,16:00:00,Multiple,No,Yes,No,Car driver,Male,23,127,4,Outer Regional Australia,Wide Bay,Gympie (R),National or State Highway,No,No,17_to_25,Day,,,
20183193,Qld,2018-05,2018,5,Tuesday,9:00:00,Multiple,No,No,No,Car driver,Male,22,129,7,Major Cities of Australia,Brisbane - South,Brisbane (C),Sub-Arterial Road,No,No,17_to_25,Day,,,
20184037,SA,2018-05,2018,5,Tuesday,13:40:00,Single,No,No,No,Car driver,Male,22,88,5,Inner Regional Australia,South Australia - South East,Victor Harbor (C),National or State Highway,No,No,17_to_25,Day,,,
20182114,Vic,2018-05,2018,5,Monday,14:38:00,Single,No,No,No,Car driver,Male,23,112,5,Major Cities of Australia,Melbourne - Inner,Melbourne (C),Arterial Road,No,No,17_to_25,Day,,,
20185109,WA,2018-05,2018,5,Wednesday,15:11:00,Single,No,No,No,Car driver,Male,31,96,14,Inner Regional Australia,Western Australia - Wheat Belt,Northam (S),Local Road,No,No,26_to_39,Day,,,
20185120,WA,2018-05,2018,5,Thursday,15:24:00,Multiple,No,No,No,Motorcycle rider,Male,37,75,11,Major Cities of Australia,Perth - South East,Canning (C),Local Road,No,No,26_to_39,Day,,,
20181281,NSW,2018-05,2018,5,Friday,7:45:00,Multiple,No,No,No,Car passenger,Female,36,20,13,Major Cities of Australia,Capital Region,Yass Valley,National or State Highway,No,No,26_to_39,Day,,,
20181281,NSW,2018-05,2018,5,Friday,7:45:00,Multiple,No,No,No,Car passenger,Female,34,20,12,Major Cities of Australia,Capital Region,Yass Valley,National or State Highway,No,No,26_to_39,Day,,,
20182051,Vic,2018-05,2018,5,Wednesday,14:38:00,Multiple,No,No,No,Car driver,Male,57,64,30,Inner Regional Australia,Latrobe - Gippsland,Baw Baw (S),Sub-Arterial Road,No,No,40_to_64,Day,,,
20185125,WA,2018-05,2018,5,Friday,9:40:00,Single,No,Yes,No,Car driver,Male,48,88,14,Outer Regional Australia,Western Australia - Wheat Belt,Dandaragan (S),Local Road,No,No,40_to_64,Day,,,
20181192,NSW,2018-05,2018,5,Monday,9:30:00,Multiple,No,No,No,Motorcycle rider,Male,41,74,14,Inner Regional Australia,Richmond - Tweed,Richmond Valley,Arterial Road,No,No,40_to_64,Day,,,
20181278,NSW,2018-05,2018,5,Tuesday,9:20:00,Single,No,No,No,Car driver,Male,43,131,14,Inner Regional Australia,Coffs Harbour - Grafton,Clarence Valley,National or State Highway,No,No,40_to_64,Day,,,
20182179,Vic,2018-05,2018,5,Thursday,13:00:00,Single,No,No,No,Car driver,Male,46,89,13,Inner Regional Australia,Bendigo,Mount Alexander (S),Sub-Arterial Road,No,No,40_to_64,Day,,,
20182144,Vic,2018-05,2018,5,Tuesday,11:58:00,Multiple,No,Yes,No,Motorcycle rider,Male,54,90,27,Inner Regional Australia,Melbourne - Outer East,Yarra Ranges (S),Arterial Road,No,No,40_to_64,Day,,,
20181134,NSW,2018-05,2018,5,Tuesday,7:50:00,Multiple,No,Yes,No,Car driver,Female,43,118,13,Inner Regional Australia,Coffs Harbour - Grafton,Coffs Harbour,Sub-Arterial Road,No,No,40_to_64,Day,,,
20182053,Vic,2018-05,2018,5,Friday,13:35:00,Multiple,No,No,Yes,Car driver,Male,57,153,26,Inner Regional Australia,Shepparton,Moira (S),Local Road,No,No,40_to_64,Day,,,
20181041,NSW,2018-05,2018,5,Friday,13:29:00,Single,No,No,No,Car driver,Male,65,167,28,Inner Regional Australia,Capital Region,Goulburn Mulwaree,National or State Highway,No,No,65_to_74,Day,,,
20184029,SA,2018-05,2018,5,Monday,8:20:00,Multiple,No,No,No,Pedal cyclist,Male,66,30,28,Outer Regional Australia,South Australia - Outback,Flinders Ranges (DC),Arterial Road,No,No,65_to_74,Day,,,
20181084,NSW,2018-05,2018,5,Monday,7:45:00,Single,No,No,No,Car driver,Male,74,110,44,Outer Regional Australia,Far West and Orana,Warrumbungle,Arterial Road,No,No,65_to_74,Day,,,
20183195,Qld,2018-05,2018,5,Sunday,1:00:00,Single,No,No,No,Pedestrian,Male,18,0,3,Inner Regional Australia,Wide Bay,Bundaberg (R),Sub-Arterial Road,No,No,17_to_25,Night,,,
20181106,NSW,2018-05,2018,5,Friday,19:20:00,Single,No,No,No,Pedestrian,Female,33,0,13,Very Remote Australia,Far West and Orana,Central Darling,Sub-Arterial Road,No,No,26_to_39,Night,,,
20184052,SA,2018-05,2018,5,Monday,19:00:00,Single,No,No,No,Pedestrian,Male,8,20,3,Outer Regional Australia,South Australia - Outback,Port Augusta (C),National or State Highway,No,No,0_to_16,Night,,,
20181312,NSW,2018-05,2018,5,Friday,23:10:00,Single,No,No,No,Pedestrian,Male,27,20,5,Inner Regional Australia,Southern Highlands and Shoalhaven,Shoalhaven,National or State Highway,No,No,26_to_39,Night,,,
20181317,NSW,2018-05,2018,5,Wednesday,18:05:00,Single,No,No,No,Pedestrian,Male,73,0,41,Major Cities of Australia,Sydney - Parramatta,Cumberland,Collector Road,No,No,65_to_74,Night,,,
20181239,NSW,2018-05,2018,5,Sunday,12:50:00,Single,Yes,No,No,Pedestrian,Male,81,0,44,Major Cities of Australia,Sydney - North Sydney and Hornsby,Hornsby,Local Road,No,No,75_or_older,Day,,,
20182015,Vic,2018-05,2018,5,Sunday,12:00:00,Single,No,No,No,Pedestrian,Male,61,0,29,Major Cities of Australia,Melbourne - North West,Brimbank (C),Arterial Road,No,No,40_to_64,Day,,,
20185012,WA,2018-05,2018,5,Sunday,10:56:00,Single,No,No,No,Pedestrian,Male,84,0,45,Major Cities of Australia,Perth - South West,Fremantle (C),Local Road,No,No,75_or_older,Day,,,
20182042,Vic,2018-05,2018,5,Wednesday,11:45:00,Single,No,No,No,Pedestrian,Male,78,0,43,Inner Regional Australia,Ballarat,Ballarat (C),Collector Road,No,No,75_or_older,Day,,,
20181216,NSW,2018-05,2018,5,Thursday,10:30:00,Single,No,No,No,Pedestrian,Female,85,0,41,Major Cities of Australia,Sydney - Ryde,Hunters Hill,Arterial Road,No,No,75_or_older,Day,,,
20182151,Vic,2018-05,2018,5,Monday,6:50:00,Single,No,No,No,Pedestrian,Male,83,0,44,Inner Regional Australia,Latrobe - Gippsland,Latrobe (C) (Vic.),Local Road,No,No,75_or_older,Day,,,
20183217,Qld,2018-05,2018,5,Monday,8:00:00,Single,No,No,Yes,Pedestrian,Female,84,20,43,Remote Australia,Darling Downs - Maranoa,Maranoa (R),National or State Highway,No,No,75_or_older,Day,,,
20182108,Vic,2018-05,2018,5,Wednesday,7:00:00,Single,No,Yes,No,Pedestrian,Female,14,20,2,Major Cities of Australia,Melbourne - Outer East,Maroondah (C),National or State Highway,No,No,0_to_16,Day,,,
20182173,Vic,2018-05,2018,5,Saturday,18:05:00,Multiple,No,No,No,Car passenger,Female,74,0,41,Outer Regional Australia,Ballarat,Pyrenees (S),Arterial Road,No,No,65_to_74,Night,,,
20182173,Vic,2018-05,2018,5,Saturday,18:05:00,Multiple,No,No,No,Car passenger,Female,71,0,42,Outer Regional Australia,Ballarat,Pyrenees (S),Arterial Road,No,No,65_to_74,Night,,,
20181080,NSW,2018-05,2018,5,Monday,7:55:00,Single,No,Yes,No,Pedestrian,Male,31,0,13,Major Cities of Australia,Sydney - City and Inner South,Sydney,Access Road,No,No,26_to_39,Day,,,
20183166,Qld,2018-05,2018,5,Tuesday,6:00:00,Single,Yes,No,No,Pedestrian,Female,51,0,26,Major Cities of Australia,Brisbane Inner City,Brisbane (C),Collector Road,No,No,40_to_64,Day,,,
20183153,Qld,2018-05,2018,5,Tuesday,22:00:00,Single,No,No,No,Motorcycle rider,Male,25,111,8,Outer Regional Australia,Central Queensland,Central Highlands (R) (Qld),Local Road,No,No,17_to_25,Night,,,
20183180,Qld,2018-05,2018,5,Saturday,20:00:00,Single,No,No,No,Car passenger,Male,64,0,29,Very Remote Australia,Queensland - Outback,Pormpuraaw (S),Local Road,No,No,40_to_64,Night,,,
20183033,Qld,2018-05,2018,5,Sunday,15:00:00,Multiple,No,No,No,Car passenger,Male,15,0,3,Major Cities of Australia,Gold Coast,Gold Coast (C),Sub-Arterial Road,No,No,0_to_16,Day,,,
20181245,NSW,2018-05,2018,5,Tuesday,10:20:00,Multiple,No,Yes,No,Car driver,Male,78,89,42,Inner Regional Australia,Hunter Valley exc Newcastle,Muswellbrook,National or State Highway,No,No,75_or_older,Day,,,
20182128,Vic,2018-05,2018,5,Tuesday,11:55:00,Multiple,No,Yes,No,Car driver,Male,78,121,42,Major Cities of Australia,Melbourne - South East,Cardinia (S),National or State Highway,No,No,75_or_older,Day,,,
20185082,WA,2018-04,2018,4,Friday,18:06:00,Multiple,No,No,No,Other vehicle driver,Male,0,43,3,Major Cities of Australia,Perth - South West,Cockburn (C),National or State Highway,No,No,0_to_16,Night,22.0,Other vehicle driver,3.0
20185141,WA,2018-04,2018,4,Friday,23:49:00,Single,No,No,No,Car passenger,Male,0,20,4,Major Cities of Australia,Perth - South West,Rockingham (C),National or State Highway,No,No,0_to_16,Night,23.0,Car passenger,4.0
20183047,Qld,2018-04,2018,4,Saturday,1:00:00,Single,No,No,No,Car passenger,Male,16,20,2,Outer Regional Australia,Darling Downs - Maranoa,Goondiwindi (R),National or State Highway,No,No,0_to_16,Night,,,
20181088,NSW,2018-04,2018,4,Saturday,3:10:00,Single,No,No,No,Car driver,Male,24,95,6,Major Cities of Australia,Central Coast,Central Coast,Collector Road,No,No,17_to_25,Night,,,
20181307,NSW,2018-04,2018,4,Sunday,18:50:00,Single,No,No,No,Car driver,Male,24,67,6,Inner Regional Australia,Murray,Federation,Local Road,No,No,17_to_25,Night,,,
20181307,NSW,2018-04,2018,4,Sunday,18:50:00,Single,No,No,No,Car passenger,Male,24,0,7,Inner Regional Australia,Murray,Federation,Local Road,No,No,17_to_25,Night,,,
20185017,WA,2018-04,2018,4,Sunday,22:15:00,Single,No,No,No,Car passenger,Male,18,0,2,Inner Regional Australia,Western Australia - Wheat Belt,Murray (S),Local Road,No,No,17_to_25,Night,,,
20185066,WA,2018-04,2018,4,Saturday,5:44:00,Single,No,No,No,Car passenger,Male,19,0,2,Remote Australia,Western Australia - Wheat Belt,Lake Grace (S),Arterial Road,No,No,17_to_25,Night,,,
20184068,SA,2018-04,2018,4,Sunday,22:00:00,Single,No,No,No,Car driver,Female,22,51,7,Major Cities of Australia,Adelaide - South,Marion (C),Sub-Arterial Road,No,No,17_to_25,Night,,,
20186016,Tas,2018-04,2018,4,Sunday,18:10:00,Multiple,No,No,No,Motorcycle rider,Male,20,141,4,Inner Regional Australia,Hobart,Glenorchy (C),Sub-Arterial Road,No,No,17_to_25,Night,,,
20183016,Qld,2018-04,2018,4,Sunday,4:00:00,Single,No,No,No,Car driver,Male,56,34,27,Inner Regional Australia,Ipswich,Scenic Rim (R),Collector Road,No,No,40_to_64,Night,,,
20185066,WA,2018-04,2018,4,Saturday,5:44:00,Single,No,No,No,Car driver,Male,27,80,5,Remote Australia,Western Australia - Wheat Belt,Lake Grace (S),Arterial Road,No,No,26_to_39,Night,,,
20184032,SA,2018-04,2018,4,Monday,5:10:00,Multiple,No,Yes,Yes,Car driver,Male,36,88,12,Outer Regional Australia,South Australia - South East,Loxton Waikerie (DC),National or State Highway,No,No,26_to_39,Night,,,
20182011,Vic,2018-04,2018,4,Saturday,1:11:00,Multiple,No,No,No,Car driver,Female,32,58,15,Major Cities of Australia,Melbourne - Outer East,Knox (C),Arterial Road,No,No,26_to_39,Night,,,
20182011,Vic,2018-04,2018,4,Saturday,1:11:00,Multiple,No,No,No,Car passenger,Male,38,0,11,Major Cities of Australia,Melbourne - Outer East,Knox (C),Arterial Road,No,No,26_to_39,Night,,,
20185026,WA,2018-04,2018,4,Friday,19:47:00,Single,No,No,No,Car driver,Male,28,38,6,Outer Regional Australia,Western Australia - Wheat Belt,Wongan-Ballidu (S),Arterial Road,No,No,26_to_39,Night,,,
20183197,Qld,2018-04,2018,4,Sunday,0:00:00,Single,No,No,No,Car driver,Male,45,40,11,Inner Regional Australia,Ipswich,Somerset (R),Sub-Arterial Road,No,No,40_to_64,Night,,,
20181100,NSW,2018-04,2018,4,Friday,20:30:00,Single,No,No,No,Car driver,Male,43,165,11,Outer Regional Australia,New England and North West,Glen Innes Severn,National or State Highway,No,No,40_to_64,Night,,,
20185023,WA,2018-04,2018,4,Wednesday,0:10:00,Single,No,No,No,Car passenger,Male,23,0,5,Inner Regional Australia,Western Australia - Wheat Belt,Boddington (S),Arterial Road,No,No,17_to_25,Night,,,
20181047,NSW,2018-04,2018,4,Thursday,1:15:00,Multiple,No,Yes,No,Car driver,Male,17,131,5,Major Cities of Australia,Sydney - North Sydney and Hornsby,Hornsby,Collector Road,No,No,17_to_25,Night,,,
20183177,Qld,2018-04,2018,4,Wednesday,20:00:00,Single,No,No,No,Car driver,Male,19,98,2,Remote Australia,Central Queensland,Central Highlands (R) (Qld),Sub-Arterial Road,No,No,17_to_25,Night,,,
20187023,NT,2018-04,2018,4,Thursday,22:30:00,Single,No,No,No,Car driver,Male,35,96,11,Very Remote Australia,Northern Territory - Outback,MacDonnell (R),Sub-Arterial Road,No,No,26_to_39,Night,,,
20181020,NSW,2018-04,2018,4,Friday,0:55:00,Single,No,No,No,Car passenger,Male,34,0,13,Inner Regional Australia,Hunter Valley exc Newcastle,Port Stephens,Sub-Arterial Road,No,No,26_to_39,Night,,,
20181020,NSW,2018-04,2018,4,Friday,0:55:00,Single,No,No,No,Car passenger,Male,29,0,7,Inner Regional Australia,Hunter Valley exc Newcastle,Port Stephens,Sub-Arterial Road,No,No,26_to_39,Night,,,
20181063,NSW,2018-04,2018,4,Tuesday,1:30:00,Single,No,No,No,Motorcycle rider,Male,38,122,12,Major Cities of Australia,Sydney - Outer West and Blue Mountains,Penrith,National or State Highway,No,No,26_to_39,Night,,,
20184026,SA,2018-04,2018,4,Monday,18:30:00,Multiple,No,No,No,Car passenger,Female,26,20,7,Very Remote Australia,South Australia - Outback,Unincorporated SA,National or State Highway,No,No,26_to_39,Night,,,
20181141,NSW,2018-04,2018,4,Wednesday,3:45:00,Multiple,No,No,Yes,Car driver,Male,32,120,12,Outer Regional Australia,Riverina,Murrumbidgee,National or State Highway,No,No,26_to_39,Night,,,
20183098,Qld,2018-04,2018,4,Tuesday,18:00:00,Multiple,Yes,No,No,Car driver,Male,41,58,13,Remote Australia,Central Queensland,Central Highlands (R) (Qld),Collector Road,No,No,40_to_64,Night,,,
20181007,NSW,2018-04,2018,4,Tuesday,5:20:00,Multiple,No,Yes,Yes,Car driver,Male,53,84,28,Major Cities of Australia,Sydney - Inner South West,Canterbury-Bankstown,Arterial Road,No,No,40_to_64,Night,,,
20181249,NSW,2018-04,2018,4,Saturday,9:05:00,Multiple,No,No,No,Car passenger,Male,94,0,65,Major Cities of Australia,Sydney - North Sydney and Hornsby,Ku-ring-gai,Local Road,No,No,75_or_older,Day,,,
20181040,NSW,2018-04,2018,4,Sunday,11:30:00,Multiple,No,No,No,Motorcycle rider,Male,83,43,44,Major Cities of Australia,Sydney - Outer West and Blue Mountains,Blue Mountains,Sub-Arterial Road,No,No,75_or_older,Day,,,
20181132,NSW,2018-04,2018,4,Sunday,15:30:00,Single,No,No,No,Car passenger,Male,84,0,42,Inner Regional Australia,Murray,Greater Hume,Arterial Road,No,Yes,75_or_older,Day,,,
20184046,SA,2018-04,2018,4,Saturday,8:15:00,Single,No,No,No,Car driver,Female,37,87,12,Outer Regional Australia,South Australia - South East,Naracoorte and Lucindale (DC),National or State Highway,No,No,26_to_39,Day,,,
20183135,Qld,2018-04,2018,4,Sunday,14:00:00,Single,No,No,No,Motorcycle rider,Male,36,93,13,Inner Regional Australia,Sunshine Coast,Sunshine Coast (R),Access Road,No,No,26_to_39,Day,,,
20183002,Qld,2018-04,2018,4,Sunday,17:00:00,Single,No,No,No,Motorcycle rider,Male,31,103,12,Major Cities of Australia,Ipswich,Ipswich (C),Sub-Arterial Road,No,No,26_to_39,Day,,,
20187020,NT,2018-04,2018,4,Saturday,9:04:00,Single,No,No,No,Car driver,Male,28,83,5,Very Remote Australia,Northern Territory - Outback,Barkly (R),Access Road,No,No,26_to_39,Day,,,
20184069,SA,2018-04,2018,4,Sunday,12:05:00,Single,No,No,No,Car driver,Female,52,73,29,Inner Regional Australia,South Australia - South East,Alexandrina (DC),Local Road,No,No,40_to_64,Day,,,
20185047,WA,2018-04,2018,4,Sunday,11:28:00,Single,No,No,No,Motorcycle rider,Male,64,77,27,Inner Regional Australia,Western Australia - Wheat Belt,Gingin (S),Arterial Road,No,No,40_to_64,Day,,,
20181238,NSW,2018-04,2018,4,Sunday,15:30:00,Single,No,No,No,Motorcycle rider,Male,62,90,26,Very Remote Australia,Far West and Orana,Bourke,Arterial Road,No,No,40_to_64,Day,,,
20181301,NSW,2018-04,2018,4,Saturday,10:10:00,Multiple,No,No,No,Motorcycle rider,Male,57,132,28,Inner Regional Australia,Capital Region,Snowy Monaro Regional,National or State Highway,No,No,40_to_64,Day,,,
20188009,ACT,2018-04,2018,4,Saturday,9:05:00,Multiple,No,No,No,Pedal cyclist,Female,63,30,30,Major Cities of Australia,Australian Capital Territory,Unincorporated ACT,Local Road,No,No,40_to_64,Day,,,
20185117,WA,2018-04,2018,4,Sunday,10:30:00,Multiple,No,No,No,Motorcycle rider,Male,59,80,27,Very Remote Australia,Western Australia - Outback (North),Karratha (C),National or State Highway,No,No,40_to_64,Day,,,
20181172,NSW,2018-04,2018,4,Sunday,9:40:00,Single,No,No,No,Car driver,Male,54,154,28,Inner Regional Australia,Capital Region,Yass Valley,Sub-Arterial Road,No,No,40_to_64,Day,,,
20187011,NT,2018-04,2018,4,Sunday,12:30:00,Single,No,No,No,Car driver,Male,65,21,26,Remote Australia,Northern Territory - Outback,Victoria Daly (R),Arterial Road,No,Yes,65_to_74,Day,,,
20182058,Vic,2018-04,2018,4,Monday,16:10:00,Multiple,No,No,No,Car driver,Male,89,133,44,Major Cities of Australia,Melbourne - North East,Whittlesea (C),National or State Highway,No,No,75_or_older,Day,,,
20184003,SA,2018-04,2018,4,Friday,15:30:00,Multiple,No,No,No,Car passenger,Female,70,0,29,Remote Australia,South Australia - South East,Kangaroo Island (DC),Collector Road,No,No,65_to_74,Day,,,
20185063,WA,2018-04,2018,4,Monday,12:00:00,Multiple,No,No,No,Motorcycle rider,Male,36,136,12,Outer Regional Australia,Western Australia - Wheat Belt,Williams (S),National or State Highway,No,Yes,26_to_39,Day,,,
20185064,WA,2018-04,2018,4,Monday,11:00:00,Single,No,No,No,Car passenger,Female,1,20,2,Remote Australia,Western Australia - Outback (South),Greater Geraldton (C),National or State Highway,No,No,0_to_16,Day,20.0,Car passenger,2.0
20185073,WA,2018-04,2018,4,Wednesday,15:30:00,Multiple,No,No,No,Motorcycle rider,Male,25,98,5,Major Cities of Australia,Perth - North East,Mundaring (S),Arterial Road,No,No,17_to_25,Day,,,
20181186,NSW,2018-04,2018,4,Friday,16:45:00,Multiple,No,No,No,Car driver,Female,19,81,3,Inner Regional Australia,Sydney - Baulkham Hills and Hawkesbury,The Hills,Arterial Road,No,No,17_to_25,Day,,,
20185077,WA,2018-04,2018,4,Wednesday,16:07:00,Multiple,No,No,No,Motorcycle rider,Male,23,84,6,Major Cities of Australia,Perth - South East,Canning (C),Local Road,No,No,17_to_25,Day,,,
20181143,NSW,2018-04,2018,4,Monday,9:45:00,Single,No,No,No,Car driver,Male,19,116,4,Outer Regional Australia,Riverina,Junee,Sub-Arterial Road,No,No,17_to_25,Day,,,
20185039,WA,2018-04,2018,4,Wednesday,11:28:00,Multiple,No,No,Yes,Car passenger,Female,35,20,14,Outer Regional Australia,Western Australia - Wheat Belt,Dandaragan (S),National or State Highway,No,No,26_to_39,Day,,,
20185039,WA,2018-04,2018,4,Wednesday,11:28:00,Multiple,No,No,Yes,Car driver,Male,38,147,12,Outer Regional Australia,Western Australia - Wheat Belt,Dandaragan (S),National or State Highway,No,No,26_to_39,Day,,,
20185102,WA,2018-04,2018,4,Friday,16:21:00,Multiple,No,No,No,Motorcycle rider,Male,62,59,30,Major Cities of Australia,Perth - South West,Cockburn (C),Arterial Road,No,No,40_to_64,Day,,,
20183176,Qld,2018-04,2018,4,Monday,14:00:00,Single,No,No,No,Car driver,Female,54,59,27,Outer Regional Australia,Cairns,Cairns (R),Collector Road,No,No,40_to_64,Day,,,
20182052,Vic,2018-04,2018,4,Wednesday,10:15:00,Multiple,No,No,No,Motorcycle rider,Male,51,123,30,Inner Regional Australia,Warrnambool and South West,Colac-Otway (S),Sub-Arterial Road,No,No,40_to_64,Day,,,
20182197,Vic,2018-04,2018,4,Monday,17:35:00,Single,No,No,No,Car driver,Male,40,107,15,Inner Regional Australia,Hume,Benalla (RC),National or State Highway,No,No,40_to_64,Day,,,
20182104,Vic,2018-04,2018,4,Thursday,9:20:00,Multiple,No,No,Yes,Car driver,Female,56,118,27,Inner Regional Australia,Bendigo,Greater Bendigo (C),National or State Highway,No,No,40_to_64,Day,,,
20185040,WA,2018-04,2018,4,Thursday,17:20:00,Multiple,No,No,No,Car passenger,Female,51,20,28,Major Cities of Australia,Perth - South East,Armadale (C),National or State Highway,No,No,40_to_64,Day,,,
20183183,Qld,2018-04,2018,4,Monday,8:00:00,Multiple,No,No,No,Car driver,Female,63,96,27,Inner Regional Australia,Ipswich,Lockyer Valley (R),Local Road,No,No,40_to_64,Day,,,
20181068,NSW,2018-04,2018,4,Wednesday,11:05:00,Multiple,No,No,Yes,Car driver,Male,48,96,11,Inner Regional Australia,Richmond - Tweed,Lismore,National or State Highway,No,No,40_to_64,Day,,,
20183222,Qld,2018-04,2018,4,Tuesday,11:00:00,Single,No,No,No,Car driver,Female,64,123,27,Outer Regional Australia,Wide Bay,South Burnett (R),National or State Highway,No,No,40_to_64,Day,,,
20181069,NSW,2018-04,2018,4,Friday,13:40:00,Multiple,No,No,No,Motorcycle rider,Male,43,89,14,Major Cities of Australia,Newcastle and Lake Macquarie,Lake Macquarie,Collector Road,No,No,40_to_64,Day,,,
20181102,NSW,2018-04,2018,4,Tuesday,13:50:00,Single,No,No,Yes,Car passenger,Female,63,0,26,Outer Regional Australia,Riverina,Leeton,Arterial Road,No,No,40_to_64,Day,,,
20184019,SA,2018-04,2018,4,Monday,12:30:00,Single,No,Yes,No,Car driver,Male,61,103,28,Outer Regional Australia,South Australia - South East,Naracoorte and Lucindale (DC),Arterial Road,No,No,40_to_64,Day,,,
20183186,Qld,2018-04,2018,4,Friday,16:00:00,Single,No,No,No,Car driver,Male,72,23,43,Inner Regional Australia,Gold Coast,Gold Coast (C),Sub-Arterial Road,No,No,65_to_74,Day,,,
20181199,NSW,2018-04,2018,4,Wednesday,11:20:00,Single,No,No,No,Motorcycle rider,Male,67,108,30,Outer Regional Australia,Central West,Bathurst Regional,Arterial Road,No,No,65_to_74,Day,,,
20185042,WA,2018-04,2018,4,Thursday,13:23:00,Single,No,No,No,Car driver,Male,74,145,44,Very Remote Australia,Western Australia - Outback (South),Dundas (S),National or State Highway,No,No,65_to_74,Day,,,
20181065,NSW,2018-04,2018,4,Tuesday,7:15:00,Single,No,No,No,Car driver,Male,70,71,28,Major Cities of Australia,Sydney - Baulkham Hills and Hawkesbury,The Hills,Arterial Road,No,No,65_to_74,Day,,,
20183006,Qld,2018-04,2018,4,Tuesday,6:00:00,Single,No,No,No,Pedal cyclist,Male,65,30,29,Major Cities of Australia,Brisbane Inner City,Brisbane (C),Access Road,No,No,65_to_74,Day,,,
20183041,Qld,2018-04,2018,4,Monday,22:00:00,Single,No,No,No,Pedestrian,Male,33,0,12,Major Cities of Australia,Gold Coast,Gold Coast (C),Sub-Arterial Road,No,No,26_to_39,Night,,,
