Crash ID,State,YYYYMM,Year,Month,Day of week,Time,Crash Type,Bus Involvement,Heavy Rigid Truck Involvement,Articulated Truck Involvement,Road Userindex,Gender,Ageindex,Speed,Driving experienceindex,National Remoteness Areas,SA4 Name 2016,National LGA Name 2017,National Road Type,Christmas Period,Easter Period,Age Group,Time of day,Age,Road User,Driving experience
20212044,Vic,2021-06,2021,6,Tuesday,7:00:00,Single,No,No,No,Pedestrian,Female,84,0,42,Major Cities of Australia,Geelong,Greater Geelong (C),Collector Road,No,No,75_or_older,Day,,,
20212118,Vic,2021-06,2021,6,Tuesday,7:31:00,Single,No,No,No,Pedestrian,Male,79,0,43,Inner Regional Australia,Geelong,Greater Geelong (C),Local Road,No,No,75_or_older,Day,,,
20214056,SA,2021-06,2021,6,Wednesday,21:55:00,Single,No,No,No,Pedestrian,Male,70,0,28,Major Cities of Australia,Adelaide - Central and Hills,Unley (C),Sub-Arterial Road,No,No,65_to_74,Night,,,
20212113,Vic,2021-06,2021,6,Wednesday,9:14:00,Single,No,No,No,Pedestrian,Female,80,20,43,Major Cities of Australia,Melbourne - Inner South,Glen Eira (C),National or State Highway,No,No,75_or_older,Day,,,
20211066,NSW,2021-06,2021,6,Friday,12:05:00,Single,No,No,No,Pedestrian,Male,89,0,44,Major Cities of Australia,Sydney - Northern Beaches,Northern Beaches,Arterial Road,No,No,75_or_older,Day,,,
20211132,NSW,2021-05,2021,5,Saturday,20:55:00,Single,No,No,No,Car driver,Male,18,86,1,Outer Regional Australia,New England and North West,Uralla,Arterial Road,No,No,17_to_25,Night,,,
20211069,NSW,2021-05,2021,5,Saturday,4:45:00,Single,No,No,No,Car passenger,Female,57,20,27,Outer Regional Australia,Far West and Orana,Dubbo Regional,National or State Highway,No,No,40_to_64,Night,,,
20212109,Vic,2021-05,2021,5,Saturday,2:30:00,Single,No,No,No,Car driver,Female,23,84,6,Inner Regional Australia,Melbourne - North East,Nillumbik (S),Arterial Road,No,No,17_to_25,Night,,,
20217020,NT,2021-05,2021,5,Sunday,2:13:00,Multiple,No,No,No,Car passenger,Female,36,0,15,Outer Regional Australia,Darwin,Darwin (C),Arterial Road,No,No,26_to_39,Night,,,
20217001,NT,2021-05,2021,5,Friday,19:45:00,Multiple,No,No,No,Car driver,Male,29,82,5,Very Remote Australia,Northern Territory - Outback,Victoria Daly (R),National or State Highway,No,No,26_to_39,Night,,,
20211006,NSW,2021-05,2021,5,Friday,4:37:00,Multiple,No,No,Yes,Car passenger,Male,29,20,7,Outer Regional Australia,Mid North Coast,Kempsey,National or State Highway,No,No,26_to_39,Night,,,
20212063,Vic,2021-05,2021,5,Tuesday,21:08:00,Single,No,No,No,Car driver,Female,57,154,26,Inner Regional Australia,Melbourne - North East,Whittlesea (C),Arterial Road,No,No,40_to_64,Night,,,
20211062,NSW,2021-05,2021,5,Friday,18:20:00,Single,No,No,No,Car driver,Male,45,52,12,Major Cities of Australia,Sydney - South West,Fairfield,Collector Road,No,No,40_to_64,Night,,,
20213029,Qld,2021-05,2021,5,Friday,23:00:00,Single,No,No,No,Car passenger,Female,46,0,14,Outer Regional Australia,Darling Downs - Maranoa,Southern Downs (R),Local Road,No,No,40_to_64,Night,,,
20211184,NSW,2021-05,2021,5,Sunday,1:00:00,Single,No,No,No,Motorcycle rider,Male,16,86,4,Outer Regional Australia,Richmond - Tweed,Kyogle,Local Road,No,No,0_to_16,Night,,,
20214010,SA,2021-05,2021,5,Sunday,20:32:00,Multiple,No,No,No,Motorcycle rider,Male,17,110,2,Inner Regional Australia,South Australia - South East,Mid Murray (DC),Local Road,No,No,17_to_25,Night,,,
20212112,Vic,2021-05,2021,5,Saturday,8:38:00,Single,No,No,No,Car driver,Male,37,63,14,Inner Regional Australia,Ballarat,Moorabool (S),Arterial Road,No,No,26_to_39,Day,,,
20211166,NSW,2021-05,2021,5,Sunday,6:52:00,Single,No,No,No,Car driver,Male,45,52,12,Outer Regional Australia,Murray,Greater Hume,Arterial Road,No,No,40_to_64,Day,,,
20212081,Vic,2021-05,2021,5,Saturday,12:59:00,Single,No,No,No,Motorcycle rider,Male,43,62,14,Inner Regional Australia,Melbourne - North East,Mitchell (S),Collector Road,No,No,40_to_64,Day,,,
20217012,NT,2021-05,2021,5,Saturday,13:29:00,Multiple,No,No,No,Car driver,Female,58,19,26,Outer Regional Australia,Darwin,Litchfield (M),Arterial Road,No,No,40_to_64,Day,,,
20211121,NSW,2021-05,2021,5,Saturday,8:10:00,Multiple,Yes,No,No,Car passenger,Female,46,0,14,Major Cities of Australia,Sydney - Parramatta,Parramatta,Arterial Road,No,No,40_to_64,Day,,,
20211051,NSW,2021-05,2021,5,Saturday,12:40:00,Multiple,No,No,No,Motorcycle rider,Male,57,74,29,Outer Regional Australia,Capital Region,Snowy Monaro Regional,National or State Highway,No,No,40_to_64,Day,,,
20211009,NSW,2021-05,2021,5,Saturday,12:25:00,Multiple,No,No,No,Motorcycle rider,Male,48,109,15,Inner Regional Australia,Hunter Valley exc Newcastle,Cessnock,Arterial Road,No,No,40_to_64,Day,,,
20213035,Qld,2021-05,2021,5,Friday,21:00:00,Multiple,No,No,Yes,Car driver,Male,67,107,28,Remote Australia,Darling Downs - Maranoa,Maranoa (R),National or State Highway,No,No,65_to_74,Night,,,
20214004,SA,2021-05,2021,5,Saturday,14:59:00,Multiple,No,No,No,Pedal cyclist,Male,69,30,29,Outer Regional Australia,Barossa - Yorke - Mid North,Port Pirie City and Dists (M),Sub-Arterial Road,No,No,65_to_74,Day,,,
20213170,Qld,2021-05,2021,5,Saturday,1:00:00,Multiple,No,No,No,Car passenger,Female,85,0,42,Major Cities of Australia,Brisbane - South,Brisbane (C),Sub-Arterial Road,No,No,75_or_older,Night,,,
20211023,NSW,2021-05,2021,5,Saturday,13:15:00,Multiple,No,No,No,Car driver,Female,67,88,29,Major Cities of Australia,Sydney - Baulkham Hills and Hawkesbury,The Hills,Arterial Road,No,No,65_to_74,Day,,,
20213129,Qld,2021-05,2021,5,Sunday,16:00:00,Single,No,No,No,Car passenger,Male,18,0,4,Inner Regional Australia,Moreton Bay - North,Sunshine Coast (R),Access Road,No,No,17_to_25,Day,,,
20213165,Qld,2021-05,2021,5,Sunday,16:00:00,Single,No,No,No,Motorcycle rider,Male,39,99,12,Outer Regional Australia,Wide Bay,North Burnett (R),Collector Road,No,No,26_to_39,Day,,,
20211162,NSW,2021-05,2021,5,Saturday,15:02:00,Multiple,No,No,No,Motorcycle rider,Male,26,128,4,Major Cities of Australia,Sydney - Parramatta,Cumberland,National or State Highway,No,No,26_to_39,Day,,,
20213180,Qld,2021-05,2021,5,Saturday,9:00:00,Multiple,No,No,No,Pedal cyclist,Male,78,50,45,Outer Regional Australia,Wide Bay,Gympie (R),National or State Highway,No,No,75_or_older,Day,,,
20213115,Qld,2021-05,2021,5,Friday,15:00:00,Multiple,Yes,No,No,Car passenger,Female,30,20,8,Remote Australia,Darling Downs - Maranoa,Maranoa (R),National or State Highway,No,No,26_to_39,Day,,,
20211117,NSW,2021-05,2021,5,Tuesday,16:43:00,Single,No,No,No,Car driver,Male,33,124,13,Outer Regional Australia,Far West and Orana,Dubbo Regional,National or State Highway,No,No,26_to_39,Day,,,
20213015,Qld,2021-05,2021,5,Thursday,10:00:00,Single,No,No,No,Car driver,Male,36,142,12,Remote Australia,Cairns,Tablelands (R),National or State Highway,No,No,26_to_39,Day,,,
20211111,NSW,2021-05,2021,5,Friday,17:00:00,Single,No,No,No,Car driver,Male,39,134,12,Outer Regional Australia,Central West,Warrumbungle,National or State Highway,No,No,26_to_39,Day,,,
20214047,SA,2021-05,2021,5,Tuesday,15:41:00,Multiple,Yes,No,No,Car driver,Male,51,30,29,Outer Regional Australia,Barossa - Yorke - Mid North,Clare and Gilbert Valleys (DC),Sub-Arterial Road,No,No,40_to_64,Day,,,
20212038,Vic,2021-05,2021,5,Monday,6:40:00,Single,No,No,No,Car driver,Male,50,75,13,Outer Regional Australia,Latrobe - Gippsland,East Gippsland (S),Arterial Road,No,No,40_to_64,Day,,,
20214062,SA,2021-05,2021,5,Monday,9:12:00,Single,No,No,No,Car driver,Male,52,129,28,Very Remote Australia,South Australia - Outback,Unincorporated SA,National or State Highway,No,No,40_to_64,Day,,,
20216026,Tas,2021-05,2021,5,Saturday,0:27:00,Single,No,No,No,Car driver,Male,24,123,7,Remote Australia,West and North West,West Coast (M),National or State Highway,No,No,17_to_25,Night,,,
20211172,NSW,2021-05,2021,5,Friday,12:15:00,Single,No,No,No,Car driver,Male,57,69,28,Major Cities of Australia,Central Coast,Central Coast,Local Road,No,No,40_to_64,Day,,,
20213164,Qld,2021-05,2021,5,Monday,15:00:00,Multiple,No,No,No,Motorcycle rider,Male,48,45,12,Major Cities of Australia,Logan - Beaudesert,Logan (C),Local Road,No,No,40_to_64,Day,,,
20213014,Qld,2021-05,2021,5,Thursday,16:00:00,Multiple,Yes,No,No,Pedal cyclist,Male,20,30,3,Major Cities of Australia,Brisbane - South,Brisbane (C),Collector Road,No,No,17_to_25,Day,,,
20211165,NSW,2021-05,2021,5,Monday,17:45:00,Single,No,No,No,Car driver,Male,52,109,26,Inner Regional Australia,Hunter Valley exc Newcastle,Singleton,Access Road,No,No,40_to_64,Day,,,
20213107,Qld,2021-05,2021,5,Friday,19:00:00,Multiple,No,No,Yes,Car driver,Male,28,95,4,Very Remote Australia,Queensland - Outback,McKinlay (S),National or State Highway,No,No,26_to_39,Night,,,
20211069,NSW,2021-05,2021,5,Saturday,4:45:00,Single,No,No,No,Car driver,Male,27,90,8,Outer Regional Australia,Far West and Orana,Dubbo Regional,National or State Highway,No,No,26_to_39,Night,,,
20216014,Tas,2021-05,2021,5,Saturday,21:40:00,Single,No,No,No,Motorcycle rider,Male,29,89,6,Inner Regional Australia,Launceston and North East,Launceston (C),National or State Highway,No,No,26_to_39,Night,,,
20211091,NSW,2021-05,2021,5,Tuesday,10:18:00,Multiple,No,No,Yes,Car driver,Female,53,103,27,Outer Regional Australia,Central West,Warrumbungle,National or State Highway,No,No,40_to_64,Day,,,
20212103,Vic,2021-05,2021,5,Tuesday,6:15:00,Single,No,No,No,Motorcycle rider,Male,56,65,30,Inner Regional Australia,Melbourne - South East,Cardinia (S),National or State Highway,No,No,40_to_64,Day,,,
20213161,Qld,2021-05,2021,5,Friday,16:00:00,Single,No,No,No,Car passenger,Male,16,0,1,Outer Regional Australia,Central Queensland,Central Highlands (R) (Qld),Local Road,No,No,0_to_16,Day,,,
20212047,Vic,2021-05,2021,5,Wednesday,16:10:00,Multiple,No,No,No,Motorcycle rider,Male,65,87,28,Inner Regional Australia,Warrnambool and South West,Warrnambool (C),Sub-Arterial Road,No,No,65_to_74,Day,,,
20213011,Qld,2021-05,2021,5,Tuesday,10:00:00,Single,No,No,No,Motorcycle rider,Male,66,73,26,Inner Regional Australia,Moreton Bay - South,Moreton Bay (R),Sub-Arterial Road,No,No,65_to_74,Day,,,
20212117,Vic,2021-05,2021,5,Thursday,11:50:00,Multiple,No,No,No,Car driver,Female,71,166,41,Inner Regional Australia,Ballarat,Ballarat (C),Sub-Arterial Road,No,No,65_to_74,Day,,,
20213002,Qld,2021-05,2021,5,Tuesday,17:00:00,Single,No,No,No,Car driver,Male,69,120,27,Outer Regional Australia,Central Queensland,Gladstone (R),Local Road,No,No,65_to_74,Day,,,
20213090,Qld,2021-05,2021,5,Thursday,12:00:00,Multiple,No,No,No,Car driver,Male,71,88,42,Inner Regional Australia,Sunshine Coast,Sunshine Coast (R),Sub-Arterial Road,No,No,65_to_74,Day,,,
20211008,NSW,2021-05,2021,5,Wednesday,8:00:00,Single,No,No,No,Car driver,Female,70,99,27,Inner Regional Australia,Richmond - Tweed,Tweed,Arterial Road,No,No,65_to_74,Day,,,
20212107,Vic,2021-05,2021,5,Thursday,14:29:00,Single,Yes,No,No,Car passenger,Female,40,0,15,Inner Regional Australia,Hume,Strathbogie (S),Arterial Road,No,No,40_to_64,Day,,,
20212116,Vic,2021-05,2021,5,Wednesday,18:45:00,Multiple,No,No,No,Car driver,Male,61,95,28,Inner Regional Australia,Melbourne - South East,Cardinia (S),National or State Highway,No,No,40_to_64,Night,,,
20211093,NSW,2021-05,2021,5,Wednesday,22:15:00,Single,No,No,Yes,Car driver,Male,52,46,29,Inner Regional Australia,New England and North West,Tamworth Regional,Arterial Road,No,No,40_to_64,Night,,,
20211020,NSW,2021-05,2021,5,Thursday,1:15:00,Single,No,No,No,Car driver,Male,21,83,5,Outer Regional Australia,New England and North West,Armidale Regional,Arterial Road,No,No,17_to_25,Night,,,
20212061,Vic,2021-05,2021,5,Thursday,18:58:00,Multiple,No,No,No,Pedal cyclist,Male,25,30,7,Major Cities of Australia,Melbourne - South East,Monash (C),Local Road,No,No,17_to_25,Night,,,
20212139,Vic,2021-05,2021,5,Wednesday,16:55:00,Multiple,No,No,Yes,Car driver,Male,37,86,12,Inner Regional Australia,Ballarat,Pyrenees (S),National or State Highway,No,No,26_to_39,Day,,,
20213136,Qld,2021-05,2021,5,Monday,11:00:00,Multiple,No,No,No,Car driver,Female,90,112,44,Major Cities of Australia,Gold Coast,Gold Coast (C),Sub-Arterial Road,No,No,75_or_older,Day,,,
20214065,SA,2021-05,2021,5,Sunday,18:25:00,Single,No,No,No,Pedestrian,Male,20,20,4,Outer Regional Australia,South Australia - Outback,Port Augusta (C),National or State Highway,No,No,17_to_25,Night,,,
20212100,Vic,2021-05,2021,5,Thursday,20:45:00,Single,No,No,No,Car driver,Male,18,120,4,Inner Regional Australia,Melbourne - North West,Macedon Ranges (S),Sub-Arterial Road,No,No,17_to_25,Night,,,
20216002,Tas,2021-05,2021,5,Thursday,18:02:00,Multiple,No,No,No,Motorcycle rider,Male,17,68,1,Inner Regional Australia,Launceston and North East,Launceston (C),Collector Road,No,No,17_to_25,Night,,,
20217017,NT,2021-05,2021,5,Saturday,1:05:00,Single,No,No,No,Pedestrian,Male,54,0,28,Very Remote Australia,Northern Territory - Outback,Victoria Daly (R),Local Road,No,No,40_to_64,Night,,,
20211081,NSW,2021-05,2021,5,Friday,0:30:00,Single,No,No,No,Pedestrian,Male,21,0,7,Major Cities of Australia,Sydney - Outer South West,Camden,Arterial Road,No,No,17_to_25,Night,,,
20211156,NSW,2021-05,2021,5,Thursday,21:25:00,Multiple,No,No,No,Motorcycle rider,Male,20,58,5,Outer Regional Australia,New England and North West,Inverell,Local Road,No,No,17_to_25,Night,,,
20211096,NSW,2021-05,2021,5,Saturday,20:30:00,Single,No,No,No,Pedestrian,Female,14,0,1,Major Cities of Australia,Sydney - Sutherland,Sutherland,Arterial Road,No,No,0_to_16,Night,,,
20212151,Vic,2021-05,2021,5,Thursday,1:52:00,Single,No,No,No,Car driver,Male,32,140,12,Inner Regional Australia,Melbourne - South East,Cardinia (S),Arterial Road,No,No,26_to_39,Night,,,
20211076,NSW,2021-05,2021,5,Thursday,15:55:00,Single,No,No,No,Pedestrian,Female,88,0,44,Major Cities of Australia,Sydney - North Sydney and Hornsby,Willoughby,Local Road,No,No,75_or_older,Day,,,
20211119,NSW,2021-05,2021,5,Wednesday,18:25:00,Single,No,Yes,No,Pedestrian,Male,69,20,28,Major Cities of Australia,Central Coast,Central Coast,National or State Highway,No,No,65_to_74,Night,,,
20212146,Vic,2021-04,2021,4,Saturday,1:57:00,Single,No,No,No,Car driver,Male,19,61,2,Major Cities of Australia,Mornington Peninsula,Mornington Peninsula (S),Arterial Road,No,No,17_to_25,Night,,,
20211102,NSW,2021-04,2021,4,Friday,20:20:00,Single,No,No,No,Car passenger,Female,46,0,11,Major Cities of Australia,Sydney - Inner South West,Georges River,Arterial Road,No,Yes,40_to_64,Night,,,
20211175,NSW,2021-04,2021,4,Sunday,19:05:00,Multiple,No,No,No,Motorcycle rider,Male,64,97,28,Inner Regional Australia,Capital Region,Goulburn Mulwaree,Local Road,No,No,40_to_64,Night,,,
20213088,Qld,2021-04,2021,4,Friday,21:00:00,Single,No,No,No,Car passenger,Female,23,0,5,Inner Regional Australia,Darling Downs - Maranoa,Western Downs (R),Collector Road,No,Yes,17_to_25,Night,,,
20212110,Vic,2021-04,2021,4,Sunday,5:30:00,Single,No,No,No,Car driver,Male,37,69,14,Inner Regional Australia,Melbourne - South East,Cardinia (S),Sub-Arterial Road,No,No,26_to_39,Night,,,
20217016,NT,2021-04,2021,4,Friday,18:00:00,Single,No,No,No,Car driver,Male,30,115,4,Remote Australia,Northern Territory - Outback,MacDonnell (R),National or State Highway,No,Yes,26_to_39,Night,,,
20211060,NSW,2021-04,2021,4,Saturday,4:25:00,Single,No,No,No,Car driver,Female,43,50,11,Inner Regional Australia,Southern Highlands and Shoalhaven,Shoalhaven,National or State Highway,No,Yes,40_to_64,Night,,,
20211060,NSW,2021-04,2021,4,Saturday,4:25:00,Single,No,No,No,Car passenger,Male,47,20,11,Inner Regional Australia,Southern Highlands and Shoalhaven,Shoalhaven,National or State Highway,No,Yes,40_to_64,Night,,,
20213061,Qld,2021-04,2021,4,Tuesday,18:00:00,Multiple,No,No,No,Motorcycle rider,Male,31,81,12,Major Cities of Australia,Brisbane - East,Redland (C),Local Road,No,No,26_to_39,Night,,,
20217018,NT,2021-04,2021,4,Wednesday,23:00:00,Single,No,No,No,Car driver,Female,44,47,13,Remote Australia,Northern Territory - Outback,MacDonnell (R),Arterial Road,No,No,40_to_64,Night,,,
20212123,Vic,2021-04,2021,4,Thursday,5:20:00,Multiple,No,No,No,Car driver,Male,23,97,6,Inner Regional Australia,Hume,Mitchell (S),National or State Highway,No,Yes,17_to_25,Night,,,
20211060,NSW,2021-04,2021,4,Saturday,4:25:00,Single,No,No,No,Car passenger,Male,5,20,2,Inner Regional Australia,Southern Highlands and Shoalhaven,Shoalhaven,National or State Highway,No,Yes,0_to_16,Night,,,
20211101,NSW,2021-04,2021,4,Sunday,9:00:00,Multiple,No,Yes,No,Motorcycle rider,Male,46,99,13,Major Cities of Australia,Sydney - Northern Beaches,Northern Beaches,Arterial Road,No,No,40_to_64,Day,,,
20213166,Qld,2021-04,2021,4,Sunday,7:00:00,Single,No,No,No,Motorcycle rider,Male,62,110,29,Outer Regional Australia,Wide Bay,Bundaberg (R),Sub-Arterial Road,No,No,40_to_64,Day,,,
20213046,Qld,2021-04,2021,4,Tuesday,14:00:00,Single,No,No,No,Car driver,Male,52,93,29,Outer Regional Australia,Central Queensland,Banana (S),Local Road,No,No,40_to_64,Day,,,
20213047,Qld,2021-04,2021,4,Sunday,21:00:00,Single,No,No,No,Car driver,Male,55,92,27,Major Cities of Australia,Gold Coast,Gold Coast (C),Sub-Arterial Road,No,Yes,40_to_64,Night,,,
20216022,Tas,2021-04,2021,4,Sunday,10:08:00,Multiple,No,No,No,Motorcycle rider,Male,62,33,27,Outer Regional Australia,South East,Southern Midlands (M),Arterial Road,No,No,40_to_64,Day,,,
20211043,NSW,2021-04,2021,4,Sunday,9:10:00,Single,No,No,No,Motorcycle rider,Male,30,117,6,Major Cities of Australia,Sydney - North Sydney and Hornsby,Ku-ring-gai,Collector Road,No,No,26_to_39,Day,,,
20211126,NSW,2021-04,2021,4,Saturday,15:15:00,Single,No,No,No,Motorcycle rider,Male,58,128,27,Outer Regional Australia,Capital Region,Bega Valley,Sub-Arterial Road,No,No,40_to_64,Day,,,
20211152,NSW,2021-04,2021,4,Saturday,6:58:00,Multiple,No,No,No,Pedal cyclist,Male,56,30,29,Major Cities of Australia,Sydney - Blacktown,Blacktown,Collector Road,No,No,40_to_64,Day,,,
20211039,NSW,2021-04,2021,4,Saturday,12:55:00,Multiple,No,Yes,No,Motorcycle rider,Male,57,78,29,Major Cities of Australia,Sydney - Blacktown,Blacktown,Local Road,No,Yes,40_to_64,Day,,,
20212064,Vic,2021-04,2021,4,Saturday,18:12:00,Single,No,No,No,Car driver,Male,85,101,45,Inner Regional Australia,Bendigo,Loddon (S),National or State Highway,No,No,75_or_older,Night,,,
20212089,Vic,2021-04,2021,4,Saturday,6:30:00,Single,No,No,No,Car driver,Male,24,137,6,Outer Regional Australia,North West,Swan Hill (RC),Sub-Arterial Road,No,Yes,17_to_25,Day,,,
20212093,Vic,2021-04,2021,4,Saturday,6:00:00,Single,No,No,No,Car driver,Male,21,181,6,Inner Regional Australia,Ballarat,Pyrenees (S),National or State Highway,No,No,17_to_25,Day,,,
20213158,Qld,2021-04,2021,4,Saturday,10:00:00,Multiple,No,No,No,Pedal cyclist,Male,31,30,13,Inner Regional Australia,Moreton Bay - South,Moreton Bay (R),Sub-Arterial Road,No,No,26_to_39,Day,,,
20212101,Vic,2021-04,2021,4,Saturday,14:20:00,Single,No,No,No,Car driver,Male,29,96,8,Inner Regional Australia,Warrnambool and South West,Colac-Otway (S),Local Road,No,Yes,26_to_39,Day,,,
20213172,Qld,2021-04,2021,4,Saturday,15:00:00,Single,No,No,No,Motorcycle rider,Male,28,72,5,Major Cities of Australia,Gold Coast,Gold Coast (C),Sub-Arterial Road,No,No,26_to_39,Day,,,
20214054,SA,2021-04,2021,4,Saturday,11:05:00,Single,No,No,No,Car passenger,Female,84,0,44,Major Cities of Australia,Adelaide - South,Mitcham (C),Sub-Arterial Road,No,No,75_or_older,Day,,,
20214063,SA,2021-04,2021,4,Saturday,2:30:00,Single,No,No,No,Car driver,Male,24,96,6,Major Cities of Australia,Adelaide - North,Gawler (T),Sub-Arterial Road,No,Yes,17_to_25,Night,,,
20212115,Vic,2021-04,2021,4,Tuesday,12:45:00,Multiple,No,No,No,Motorcycle rider,Male,31,64,12,Major Cities of Australia,Melbourne - West,Melton (C),Local Road,No,No,26_to_39,Day,,,
20213093,Qld,2021-04,2021,4,Sunday,23:00:00,Single,No,No,No,Car driver,Male,21,114,4,Inner Regional Australia,Darling Downs - Maranoa,Southern Downs (R),National or State Highway,No,No,17_to_25,Night,,,
20214041,SA,2021-04,2021,4,Monday,17:30:00,Single,No,No,No,Car passenger,Male,39,0,13,Inner Regional Australia,Adelaide - Central and Hills,Mount Barker (DC),Sub-Arterial Road,No,Yes,26_to_39,Day,,,
20211128,NSW,2021-04,2021,4,Friday,13:00:00,Multiple,No,No,No,Motorcycle rider,Male,62,88,27,Major Cities of Australia,Sydney - Blacktown,Blacktown,National or State Highway,No,No,40_to_64,Day,,,
20213005,Qld,2021-04,2021,4,Wednesday,17:00:00,Multiple,No,No,No,Motorcycle rider,Male,28,96,5,Major Cities of Australia,Brisbane - West,Brisbane (C),Sub-Arterial Road,No,No,26_to_39,Day,,,
20216006,Tas,2021-04,2021,4,Thursday,12:15:00,Multiple,No,No,No,Motorcycle rider,Male,62,107,29,Outer Regional Australia,Launceston and North East,West Tamar (M),National or State Highway,No,Yes,40_to_64,Day,,,
20214011,SA,2021-04,2021,4,Thursday,12:05:00,Multiple,No,No,No,Car passenger,Female,62,0,28,Inner Regional Australia,South Australia - South East,Victor Harbor (C),Sub-Arterial Road,No,No,40_to_64,Day,,,
20211024,NSW,2021-04,2021,4,Sunday,1:45:00,Single,No,No,No,Car driver,Male,19,131,5,Outer Regional Australia,Far West and Orana,Warrumbungle,Arterial Road,No,No,17_to_25,Night,,,
20213004,Qld,2021-04,2021,4,Sunday,19:00:00,Single,No,No,No,Car driver,Male,18,64,2,Inner Regional Australia,Wide Bay,Gympie (R),Local Road,No,No,17_to_25,Night,,,
20213004,Qld,2021-04,2021,4,Sunday,19:00:00,Single,No,No,No,Car passenger,Male,18,0,3,Inner Regional Australia,Wide Bay,Gympie (R),Local Road,No,No,17_to_25,Night,,,
20216012,Tas,2021-04,2021,4,Thursday,19:36:00,Single,No,No,No,Car driver,Male,39,123,14,Outer Regional Australia,South East,Huon Valley (M),National or State Highway,No,No,26_to_39,Night,,,
20211032,NSW,2021-04,2021,4,Thursday,20:30:00,Multiple,No,Yes,No,Pedestrian,Male,32,20,12,Major Cities of Australia,Sydney - Parramatta,Cumberland,National or State Highway,No,No,26_to_39,Night,,,
20211086,NSW,2021-04,2021,4,Thursday,6:30:00,Single,No,No,No,Motorcycle rider,Male,66,108,29,Outer Regional Australia,Coffs Harbour - Grafton,Bellingen,Sub-Arterial Road,No,Yes,65_to_74,Day,,,
20212049,Vic,2021-04,2021,4,Thursday,13:00:00,Multiple,No,No,No,Motorcycle rider,Male,65,67,29,Outer Regional Australia,Latrobe - Gippsland,Baw Baw (S),Collector Road,No,Yes,65_to_74,Day,,,
20216008,Tas,2021-04,2021,4,Friday,12:04:00,Single,No,No,No,Car driver,Male,65,70,29,Outer Regional Australia,Launceston and North East,Break O'Day (M),Local Road,No,No,65_to_74,Day,,,
20211144,NSW,2021-04,2021,4,Wednesday,5:20:00,Single,No,No,No,Car driver,Female,29,159,4,Remote Australia,Far West and Orana,Bogan,National or State Highway,No,No,26_to_39,Night,,,
20212059,Vic,2021-04,2021,4,Monday,14:20:00,Multiple,No,No,No,Car driver,Male,23,138,7,Major Cities of Australia,Mornington Peninsula,Mornington Peninsula (S),National or State Highway,No,No,17_to_25,Day,,,
20214050,SA,2021-04,2021,4,Thursday,17:01:00,Multiple,No,No,No,Motorcycle rider,Male,53,165,30,Major Cities of Australia,Adelaide - Central and Hills,Adelaide Hills (DC),National or State Highway,No,No,40_to_64,Day,,,
20213063,Qld,2021-04,2021,4,Monday,11:00:00,Multiple,No,No,No,Car driver,Female,77,101,43,Inner Regional Australia,Moreton Bay - North,Moreton Bay (R),Sub-Arterial Road,No,Yes,75_or_older,Day,,,
20212012,Vic,2021-04,2021,4,Thursday,18:00:00,Multiple,No,No,No,Motorcycle rider,Male,55,47,30,Inner Regional Australia,Latrobe - Gippsland,Baw Baw (S),Arterial Road,No,Yes,40_to_64,Night,,,
20213156,Qld,2021-04,2021,4,Wednesday,23:00:00,Single,No,No,No,Car driver,Male,35,104,14,Very Remote Australia,Townsville,Charters Towers (R),National or State Highway,No,No,26_to_39,Night,,,
20211014,NSW,2021-04,2021,4,Wednesday,6:20:00,Multiple,No,No,Yes,Car driver,Male,21,168,4,Major Cities of Australia,Sydney - South West,Liverpool,National or State Highway,No,No,17_to_25,Day,,,
20216007,Tas,2021-04,2021,4,Thursday,17:28:00,Single,No,No,No,Car driver,Male,23,111,7,Outer Regional Australia,West and North West,Burnie (C),Collector Road,No,No,17_to_25,Day,,,
20213143,Qld,2021-04,2021,4,Monday,10:00:00,Multiple,No,No,No,Car driver,Male,36,107,14,Inner Regional Australia,Wide Bay,Bundaberg (R),Sub-Arterial Road,No,No,26_to_39,Day,,,
20213052,Qld,2021-04,2021,4,Thursday,11:00:00,Multiple,No,No,No,Motorcycle rider,Male,38,18,11,Inner Regional Australia,Logan - Beaudesert,Logan (C),National or State Highway,No,No,26_to_39,Day,,,
20212084,Vic,2021-04,2021,4,Friday,17:49:00,Multiple,No,No,No,Motorcycle rider,Male,31,127,14,Major Cities of Australia,Melbourne - West,Brimbank (C),Local Road,No,No,26_to_39,Day,,,
20211110,NSW,2021-04,2021,4,Thursday,16:00:00,Multiple,No,No,No,Car passenger,Female,85,20,41,Outer Regional Australia,Central West,Cowra,National or State Highway,No,No,75_or_older,Day,,,
20211110,NSW,2021-04,2021,4,Thursday,16:00:00,Multiple,No,No,No,Car driver,Male,76,180,43,Outer Regional Australia,Central West,Cowra,National or State Highway,No,No,75_or_older,Day,,,
20211110,NSW,2021-04,2021,4,Thursday,16:00:00,Multiple,No,No,No,Car driver,Male,87,165,42,Outer Regional Australia,Central West,Cowra,National or State Highway,No,No,75_or_older,Day,,,
20211159,NSW,2021-04,2021,4,Thursday,14:23:00,Single,No,No,No,Car driver,Male,86,168,45,Inner Regional Australia,Capital Region,Upper Lachlan,National or State Highway,No,Yes,75_or_older,Day,,,
