,Crash ID,State,YYYYMM,Day of week,Time,Crash Type,Bus Involvement,Heavy Rigid Truck Involvement,Articulated Truck Involvement,Road User,Gender,Age,Speed,Driving experience,National Remoteness Areas,SA4 Name 2016,National LGA Name 2017,National Road Type,Christmas Period,Easter Period,Age Group,Time of day
0,20213034,Qld,2021-09,Saturday,4:00:00,Multiple,No,No,No,Motorcycle rider,Male,19,41,3,Major Cities of Australia,Brisbane - South,Brisbane (C),Busway,No,No,17_to_25,Night
1,20213026,Qld,2021-09,Wednesday,23:00:00,Multiple,No,No,No,Car passenger,Female,2,20,3,Major Cities of Australia,Ipswich,Ipswich (C),National or State Highway,No,No,0_to_16,Night
2,20213092,Qld,2021-09,Saturday,2:00:00,Single,No,No,No,Car driver,Male,47,53,12,Major Cities of Australia,Logan - Beaudesert,Logan (C),Local Road,No,No,40_to_64,Night
3,20214053,SA,2021-09,Thursday,21:00:00,Single,No,No,No,Car driver,Male,24,140,7,Inner Regional Australia,Adelaide - Central and Hills,Adelaide Hills (DC),Sub-Arterial Road,No,No,17_to_25,Night
4,20213178,Qld,2021-09,Sunday,21:00:00,Multiple,No,No,No,Motorcycle rider,Male,52,71,29,Major Cities of Australia,Gold Coast,Gold Coast (C),Local Road,No,No,40_to_64,Night
5,20211068,NSW,2021-09,Tuesday,21:50:00,Single,No,No,No,Car driver,Female,32,97,11,Inner Regional Australia,Central Coast,Central Coast,Arterial Road,No,No,26_to_39,Night
6,20213026,Qld,2021-09,Wednesday,23:00:00,Multiple,No,No,No,Car driver,Male,34,55,15,Major Cities of Australia,Ipswich,Ipswich (C),National or State Highway,No,No,26_to_39,Night
7,20211169,NSW,2021-09,Saturday,8:05:00,Single,No,No,No,Motorcycle rider,Male,26,79,4,Inner Regional Australia,Richmond - Tweed,Tweed,National or State Highway,No,No,26_to_39,Day
8,20213169,Qld,2021-09,Sunday,13:00:00,Single,No,No,No,Car driver,Male,52,63,29,Outer Regional Australia,Wide Bay,South Burnett (R),Sub-Arterial Road,No,No,40_to_64,Day
9,20211088,NSW,2021-09,Saturday,8:30:00,Single,No,No,No,Car passenger,Female,11,20,2,Outer Regional Australia,Riverina,Carrathool,National or State Highway,No,No,0_to_16,Day
10,20211025,NSW,2021-09,Sunday,10:52:00,Single,No,No,No,Car driver,Male,46,143,14,Outer Regional Australia,Central West,Mid-Western Regional,Sub-Arterial Road,No,No,40_to_64,Day
11,20211011,NSW,2021-09,Saturday,6:00:00,Single,No,No,No,Car driver,Male,19,117,2,Inner Regional Australia,Mid North Coast,Port Macquarie-Hastings,National or State Highway,No,No,17_to_25,Day
12,20211094,NSW,2021-09,Saturday,14:50:00,Single,No,No,No,Motorcycle rider,Male,36,138,14,Major Cities of Australia,Hunter Valley exc Newcastle,Port Stephens,Local Road,No,No,26_to_39,Day
13,20217011,NT,2021-09,Sunday,8:25:00,Multiple,No,No,No,Motorcycle rider,Male,71,107,45,Outer Regional Australia,Darwin,Darwin (C),Collector Road,No,No,65_to_74,Day
14,20213099,Qld,2021-09,Saturday,11:00:00,Single,No,No,No,Motorcycle rider,Male,24,94,7,Major Cities of Australia,Moreton Bay - North,Moreton Bay (R),Access Road,No,No,17_to_25,Day
