,Crash ID,State,YYYYMM,Day of week,Time,Crash Type,Bus Involvement,Heavy Rigid Truck Involvement,Articulated Truck Involvement,Road User,Gender,Age,Speed,Driving experience,National Remoteness Areas,SA4 Name 2016,National LGA Name 2017,National Road Type,Christmas Period,Easter Period,Age Group,Time of day
1492,20201204,NSW,2020-02,Friday,15:15:00,Single,No,No,No,Car driver,Male,64,101,30,Major Cities of Australia,Illawarra,Wollongong,Collector Road,No,No,40_to_64,Day
1493,20202001,Vic,2020-02,Friday,12:10:00,Single,No,No,No,Motorcycle rider,Male,49,79,13,Outer Regional Australia,Hume,Mansfield (S),Local Road,No,No,40_to_64,Day
1494,20203210,Qld,2020-02,Friday,12:00:00,Multiple,No,Yes,No,Car driver,Female,40,77,15,Outer Regional Australia,Mackay - Isaac - Whitsunday,Mackay (R),Sub-Arterial Road,No,No,40_to_64,Day
1495,20203248,Qld,2020-02,Sunday,2:00:00,Single,No,No,No,Motorcycle rider,Male,19,66,2,Very Remote Australia,Queensland - Outback,Longreach (R),Local Road,No,No,17_to_25,Night
1496,20201243,NSW,2020-02,Saturday,1:30:00,Single,No,No,No,Car driver,Male,29,44,5,Remote Australia,Central West,Lachlan,Local Road,No,No,26_to_39,Night
1497,20202071,Vic,2020-02,Saturday,21:30:00,Multiple,No,No,No,Pedal cyclist,Male,34,30,13,Inner Regional Australia,Warrnambool and South West,Warrnambool (C),Arterial Road,No,No,26_to_39,Night
1498,20201131,NSW,2020-02,Tuesday,11:20:00,Multiple,No,Yes,No,Car driver,Female,43,150,14,Major Cities of Australia,Sydney - South West,Penrith,Arterial Road,No,No,40_to_64,Day
1499,20203173,Qld,2020-02,Tuesday,13:00:00,Multiple,No,No,No,Motorcycle rider,Male,53,127,30,Inner Regional Australia,Darling Downs - Maranoa,Toowoomba (R),Sub-Arterial Road,No,No,40_to_64,Day
1500,20202194,Vic,2020-02,Thursday,17:27:00,Single,No,No,Yes,Car driver,Male,55,110,30,Outer Regional Australia,Warrnambool and South West,Moyne (S),Arterial Road,No,No,40_to_64,Day
1501,20202029,Vic,2020-02,Monday,9:55:00,Single,No,No,Yes,Car driver,Male,39,92,13,Outer Regional Australia,North West,West Wimmera (S),Arterial Road,No,No,26_to_39,Day
1502,20207023,NT,2020-02,Monday,16:00:00,Single,No,No,No,Motorcycle rider,Male,55,150,28,Outer Regional Australia,Darwin,Litchfield (M),Sub-Arterial Road,No,No,40_to_64,Day
1503,20202151,Vic,2020-02,Wednesday,10:19:00,Single,No,No,No,Car driver,Male,67,134,29,Inner Regional Australia,Latrobe - Gippsland,Latrobe (C) (Vic.),National or State Highway,No,No,65_to_74,Day
1504,20202154,Vic,2020-02,Tuesday,12:50:00,Single,No,No,No,Car driver,Male,78,98,43,Inner Regional Australia,Shepparton,Moira (S),Local Road,No,No,75_or_older,Day
1505,20206019,Tas,2020-02,Wednesday,5:30:00,Multiple,No,No,No,Car passenger,Male,63,20,29,Inner Regional Australia,Launceston and North East,Meander Valley (M),National or State Highway,No,No,40_to_64,Night
1506,20202105,Vic,2020-02,Friday,12:11:00,Multiple,No,No,No,Car passenger,Female,95,0,64,Major Cities of Australia,Melbourne - Inner South,Kingston (C) (Vic.),Local Road,No,No,75_or_older,Day
1507,20201086,NSW,2020-02,Monday,18:18:00,Single,No,No,No,Car driver,Male,46,74,12,Major Cities of Australia,Capital Region,Yass Valley,Sub-Arterial Road,No,No,40_to_64,Night
1508,20202088,Vic,2020-02,Monday,10:15:00,Multiple,No,No,No,Car driver,Male,83,85,43,Major Cities of Australia,Mornington Peninsula,Mornington Peninsula (S),Arterial Road,No,No,75_or_older,Day
1509,20203001,Qld,2020-02,Thursday,19:00:00,Multiple,No,No,No,Motorcycle rider,Male,47,91,14,Inner Regional Australia,Ipswich,Somerset (R),National or State Highway,No,No,40_to_64,Night
1510,20203103,Qld,2020-02,Tuesday,4:00:00,Multiple,No,No,Yes,Car driver,Male,57,67,27,Outer Regional Australia,Mackay - Isaac - Whitsunday,Isaac (R),Local Road,No,No,40_to_64,Night
1511,20203103,Qld,2020-02,Tuesday,4:00:00,Multiple,No,No,Yes,Car passenger,Male,59,0,26,Outer Regional Australia,Mackay - Isaac - Whitsunday,Isaac (R),Local Road,No,No,40_to_64,Night
1512,20201153,NSW,2020-02,Wednesday,23:05:00,Multiple,No,No,No,Pedal cyclist,Male,49,30,12,Major Cities of Australia,Sydney - Outer South West,Campbelltown,Arterial Road,No,No,40_to_64,Night
1513,20201060,NSW,2020-02,Tuesday,17:59:00,Multiple,No,No,No,Pedal cyclist,Male,16,30,3,Major Cities of Australia,Illawarra,Shellharbour,Collector Road,No,No,0_to_16,Day
1514,20202056,Vic,2020-02,Monday,9:11:00,Multiple,No,No,No,Car driver,Female,18,142,4,Inner Regional Australia,Warrnambool and South West,Corangamite (S),Arterial Road,No,No,17_to_25,Day
1515,20201195,NSW,2020-02,Friday,17:35:00,Single,No,No,No,Car driver,Male,20,31,3,Outer Regional Australia,Murray,Federation,Sub-Arterial Road,No,No,17_to_25,Day
1516,20204083,SA,2020-02,Wednesday,12:45:00,Multiple,No,No,No,Motorcycle rider,Male,18,63,3,Major Cities of Australia,Adelaide - North,Salisbury (C),Sub-Arterial Road,No,No,17_to_25,Day
1517,20203113,Qld,2020-02,Thursday,16:00:00,Single,No,No,No,Car driver,Male,33,122,12,Outer Regional Australia,Queensland - Outback,Mareeba (S),Local Road,No,No,26_to_39,Day
1518,20204068,SA,2020-02,Tuesday,2:55:00,Single,No,No,No,Car driver,Male,79,114,42,Remote Australia,South Australia - Outback,Kimba (DC),National or State Highway,No,No,75_or_older,Night
1519,20201064,NSW,2020-02,Thursday,8:45:00,Multiple,No,No,Yes,Car driver,Female,79,72,42,Inner Regional Australia,Southern Highlands and Shoalhaven,Shoalhaven,National or State Highway,No,No,75_or_older,Day
1520,20206024,Tas,2020-02,Saturday,1:10:00,Single,No,No,No,Pedestrian,Male,26,0,5,Outer Regional Australia,South East,Huon Valley (M),Sub-Arterial Road,No,No,26_to_39,Night
1521,20204046,SA,2020-02,Saturday,2:18:00,Single,No,No,No,Pedestrian,Male,50,0,13,Outer Regional Australia,South Australia - Outback,Port Augusta (C),Collector Road,No,No,40_to_64,Night
1522,20202059,Vic,2020-02,Sunday,5:49:00,Single,No,No,No,Pedestrian,Male,24,20,7,Outer Regional Australia,North West,Horsham (RC),National or State Highway,No,No,17_to_25,Night
1523,20201024,NSW,2020-02,Saturday,22:50:00,Single,No,No,No,Pedestrian,Female,47,0,13,Major Cities of Australia,Hunter Valley exc Newcastle,Cessnock,Arterial Road,No,No,40_to_64,Night
1524,20204046,SA,2020-02,Saturday,2:18:00,Single,No,No,No,Pedestrian,Female,44,0,14,Outer Regional Australia,South Australia - Outback,Port Augusta (C),Collector Road,No,No,40_to_64,Night
1525,20201048,NSW,2020-02,Sunday,15:06:00,Single,No,No,No,Pedestrian,Male,61,0,28,Major Cities of Australia,Sydney - Parramatta,Parramatta,Collector Road,No,No,40_to_64,Day
1526,20203041,Qld,2020-02,Friday,20:00:00,Single,No,No,No,Pedestrian,Male,65,20,27,Inner Regional Australia,Ipswich,Lockyer Valley (R),National or State Highway,No,No,65_to_74,Night
1527,20201188,NSW,2020-02,Saturday,5:35:00,Single,No,No,No,Pedestrian,Male,66,0,29,Major Cities of Australia,Sydney - Northern Beaches,Northern Beaches,Arterial Road,No,No,65_to_74,Night
1528,20202070,Vic,2020-02,Monday,19:05:00,Single,No,No,No,Car driver,Female,26,47,7,Inner Regional Australia,Shepparton,Greater Shepparton (C),Sub-Arterial Road,No,No,26_to_39,Night
1529,20203069,Qld,2020-02,Friday,15:00:00,Single,No,No,No,Pedestrian,Male,13,0,5,Major Cities of Australia,Ipswich,Ipswich (C),Sub-Arterial Road,No,No,0_to_16,Day
1530,20201062,NSW,2020-02,Monday,7:05:00,Single,No,No,Yes,Pedestrian,Male,43,20,13,Inner Regional Australia,Richmond - Tweed,Tweed,National or State Highway,No,No,40_to_64,Day
1531,20203225,Qld,2020-02,Tuesday,9:00:00,Single,No,No,No,Pedestrian,Female,83,20,45,Outer Regional Australia,Cairns,Tablelands (R),National or State Highway,No,No,75_or_older,Day
1532,20206019,Tas,2020-02,Wednesday,5:30:00,Multiple,No,No,No,Car driver,Male,65,166,27,Inner Regional Australia,Launceston and North East,Meander Valley (M),National or State Highway,No,No,65_to_74,Night
1533,20201037,NSW,2020-02,Thursday,21:15:00,Single,No,No,No,Pedestrian,Male,56,20,27,Major Cities of Australia,Illawarra,Wollongong,National or State Highway,No,No,40_to_64,Night
1534,20201108,NSW,2020-02,Wednesday,0:57:00,Single,No,Yes,No,Pedestrian,Male,21,0,7,Major Cities of Australia,Sydney - City and Inner South,Sydney,Local Road,No,No,17_to_25,Night
1535,20204031,SA,2020-02,Friday,2:26:00,Single,No,No,No,Pedestrian,Male,29,0,4,Outer Regional Australia,South Australia - Outback,Port Augusta (C),Local Road,No,No,26_to_39,Night
1536,20201150,NSW,2020-02,Thursday,10:40:00,Single,No,No,No,Pedestrian,Male,90,0,43,Major Cities of Australia,Sydney - Northern Beaches,Northern Beaches,Collector Road,No,No,75_or_older,Day
1537,20201056,NSW,2020-02,Tuesday,15:10:00,Single,No,No,No,Pedestrian,Female,79,0,43,Major Cities of Australia,Sydney - North Sydney and Hornsby,Ku-ring-gai,Local Road,No,No,75_or_older,Day
1538,20201148,NSW,2020-02,Wednesday,5:00:00,Single,No,No,No,Pedestrian,Male,85,0,42,Major Cities of Australia,Sydney - South West,Fairfield,Local Road,No,No,75_or_older,Night
1539,20201198,NSW,2020-02,Friday,10:13:00,Multiple,No,No,No,Pedestrian,Female,39,0,14,Major Cities of Australia,Sydney - Ryde,Hornsby,Local Road,No,No,26_to_39,Day
1540,20201158,NSW,2020-01,Friday,23:00:00,Single,No,No,Yes,Car driver,Male,54,102,28,Outer Regional Australia,Riverina,Cootamundra-Gundagai,National or State Highway,Yes,No,40_to_64,Night
1541,20203075,Qld,2020-01,Friday,19:00:00,Multiple,No,No,No,Motorcycle rider,Male,27,80,6,Major Cities of Australia,Ipswich,Ipswich (C),Collector Road,Yes,No,26_to_39,Night
1542,20206022,Tas,2020-01,Monday,0:05:00,Single,No,No,No,Car driver,Male,53,87,26,Outer Regional Australia,South East,Southern Midlands (M),Arterial Road,No,No,40_to_64,Night
1543,20203179,Qld,2020-01,Sunday,0:00:00,Single,No,No,No,Car passenger,Male,16,0,2,Inner Regional Australia,Darling Downs - Maranoa,Toowoomba (R),Sub-Arterial Road,No,No,0_to_16,Night
1544,20201234,NSW,2020-01,Tuesday,2:10:00,Single,No,No,No,Car passenger,Female,21,0,8,Outer Regional Australia,Coffs Harbour - Grafton,Bellingen,Sub-Arterial Road,No,No,17_to_25,Night
1545,20202101,Vic,2020-01,Wednesday,1:45:00,Single,No,No,No,Car driver,Male,25,126,7,Inner Regional Australia,Ballarat,Hepburn (S),Access Road,No,No,17_to_25,Night
1546,20202023,Vic,2020-01,Friday,22:20:00,Single,No,No,No,Car driver,Male,41,147,15,Inner Regional Australia,Warrnambool and South West,Warrnambool (C),Arterial Road,No,No,40_to_64,Night
1547,20201234,NSW,2020-01,Tuesday,2:10:00,Single,No,No,No,Car passenger,Female,30,0,5,Outer Regional Australia,Coffs Harbour - Grafton,Bellingen,Sub-Arterial Road,No,No,26_to_39,Night
1548,20201234,NSW,2020-01,Tuesday,2:10:00,Single,No,No,No,Car driver,Male,32,67,11,Outer Regional Australia,Coffs Harbour - Grafton,Bellingen,Sub-Arterial Road,No,No,26_to_39,Night
1549,20202043,Vic,2020-01,Tuesday,4:22:00,Single,No,No,No,Car driver,Female,39,96,12,Inner Regional Australia,Ballarat,Hepburn (S),Access Road,No,No,26_to_39,Night
1550,20202062,Vic,2020-01,Wednesday,2:00:00,Multiple,No,No,No,Motorcycle rider,Male,26,98,5,Major Cities of Australia,Melbourne - North West,Hume (C),Arterial Road,Yes,No,26_to_39,Night
1551,20204009,SA,2020-01,Saturday,13:29:00,Multiple,No,No,No,Motorcycle rider,Male,31,129,12,Inner Regional Australia,South Australia - South East,Murray Bridge (RC),Sub-Arterial Road,No,No,26_to_39,Day
1552,20204009,SA,2020-01,Saturday,13:29:00,Multiple,No,No,No,Motorcycle rider,Male,27,127,8,Inner Regional Australia,South Australia - South East,Murray Bridge (RC),Sub-Arterial Road,No,No,26_to_39,Day
1553,20201173,NSW,2020-01,Monday,5:05:00,Multiple,No,No,No,Pedal cyclist,Male,65,30,29,Major Cities of Australia,Sydney - Parramatta,Cumberland,Collector Road,No,No,65_to_74,Night
1554,20204032,SA,2020-01,Sunday,13:25:00,Single,No,No,No,Motorcycle rider,Male,61,91,30,Outer Regional Australia,South Australia - South East,Loxton Waikerie (DC),Sub-Arterial Road,No,No,40_to_64,Day
1555,20201127,NSW,2020-01,Saturday,14:50:00,Multiple,No,No,No,Car passenger,Female,67,0,30,Major Cities of Australia,Central Coast,Central Coast,Arterial Road,No,No,65_to_74,Day
1556,20202072,Vic,2020-01,Sunday,15:20:00,Multiple,No,No,Yes,Car driver,Female,30,86,6,Outer Regional Australia,North West,Horsham (RC),National or State Highway,No,No,26_to_39,Day
1557,20201238,NSW,2020-01,Tuesday,15:45:00,Multiple,No,Yes,No,Car driver,Male,28,114,8,Outer Regional Australia,Capital Region,Eurobodalla,National or State Highway,No,No,26_to_39,Day
1558,20202021,Vic,2020-01,Thursday,16:20:00,Single,No,Yes,No,Car driver,Male,26,93,5,Major Cities of Australia,Melbourne - Outer East,Yarra Ranges (S),Collector Road,No,No,26_to_39,Day
1559,20203207,Qld,2020-01,Thursday,7:00:00,Multiple,No,No,No,Motorcycle rider,Male,33,73,15,Outer Regional Australia,Townsville,Townsville (C),Local Road,No,No,26_to_39,Day
1560,20206020,Tas,2020-01,Friday,23:47:00,Single,No,No,No,Car driver,Female,17,120,4,Inner Regional Australia,West and North West,Devonport (C),Local Road,No,No,17_to_25,Night
1561,20201075,NSW,2020-01,Thursday,11:00:00,Multiple,No,No,No,Motorcycle rider,Male,62,111,28,Outer Regional Australia,Central West,Mid-Western Regional,Sub-Arterial Road,No,No,40_to_64,Day
1562,20202192,Vic,2020-01,Friday,13:40:00,Multiple,No,No,No,Car passenger,Male,43,20,12,Inner Regional Australia,Hume,Murrindindi (S),National or State Highway,Yes,No,40_to_64,Day
1563,20206030,Tas,2020-01,Wednesday,10:32:00,Multiple,No,No,No,Car driver,Male,51,129,28,Inner Regional Australia,Hobart,Glenorchy (C),Arterial Road,No,No,40_to_64,Day
1564,20202139,Vic,2020-01,Friday,7:50:00,Single,No,No,Yes,Car driver,Male,63,84,29,Inner Regional Australia,Hume,Strathbogie (S),National or State Highway,No,No,40_to_64,Day
1565,20201163,NSW,2020-01,Friday,17:15:00,Single,No,No,No,Motorcycle rider,Male,56,124,28,Inner Regional Australia,Capital Region,Upper Lachlan,Arterial Road,No,No,40_to_64,Day
1566,20206004,Tas,2020-01,Monday,17:15:00,Multiple,No,No,No,Car driver,Male,59,112,27,Outer Regional Australia,South East,Huon Valley (M),National or State Highway,No,No,40_to_64,Day
1567,20201129,NSW,2020-01,Sunday,4:25:00,Single,No,No,No,Car passenger,Male,19,20,1,Major Cities of Australia,Sydney - Outer South West,Wollondilly,National or State Highway,No,No,17_to_25,Night
1568,20202125,Vic,2020-01,Tuesday,17:24:00,Multiple,No,No,No,Car passenger,Male,58,20,27,Inner Regional Australia,Hume,Mitchell (S),National or State Highway,No,No,40_to_64,Day
1569,20204008,SA,2020-01,Friday,18:33:00,Multiple,No,No,No,Car driver,Male,27,77,8,Outer Regional Australia,Barossa - Yorke - Mid North,Yorke Peninsula (DC),Arterial Road,No,No,26_to_39,Night
1570,20201238,NSW,2020-01,Tuesday,15:45:00,Multiple,No,Yes,No,Car driver,Male,46,130,13,Outer Regional Australia,Capital Region,Eurobodalla,National or State Highway,No,No,40_to_64,Day
1571,20204061,SA,2020-01,Thursday,21:15:00,Single,No,No,No,Motorcycle rider,Male,33,57,15,Inner Regional Australia,Barossa - Yorke - Mid North,Barossa (DC),Local Road,No,No,26_to_39,Night
1572,20202045,Vic,2020-01,Monday,22:00:00,Multiple,No,No,No,Car passenger,Male,28,0,5,Major Cities of Australia,Mornington Peninsula,Mornington Peninsula (S),Local Road,No,No,26_to_39,Night
1573,20202045,Vic,2020-01,Monday,22:00:00,Multiple,No,No,No,Car passenger,Male,33,0,12,Major Cities of Australia,Mornington Peninsula,Mornington Peninsula (S),Local Road,No,No,26_to_39,Night
1574,20202044,Vic,2020-01,Wednesday,0:40:00,Single,No,No,No,Car driver,Female,37,94,13,Inner Regional Australia,Bendigo,Mount Alexander (S),National or State Highway,No,No,26_to_39,Night
1575,20202057,Vic,2020-01,Thursday,14:18:00,Single,No,No,No,Car passenger,Female,53,0,30,Major Cities of Australia,Melbourne - North East,Darebin (C),Local Road,Yes,No,40_to_64,Day
1576,20202057,Vic,2020-01,Thursday,14:18:00,Single,No,No,No,Car driver,Male,68,61,29,Major Cities of Australia,Melbourne - North East,Darebin (C),Local Road,Yes,No,65_to_74,Day
1577,20201124,NSW,2020-01,Monday,10:45:00,Single,No,No,No,Car driver,Male,75,92,42,Outer Regional Australia,Central West,Parkes,Sub-Arterial Road,No,No,75_or_older,Day
1578,20201022,NSW,2020-01,Wednesday,10:50:00,Multiple,No,No,No,Car driver,Male,80,83,44,Major Cities of Australia,Sydney - Parramatta,Cumberland,Local Road,No,No,75_or_older,Day
1579,20202166,Vic,2020-01,Wednesday,13:08:00,Multiple,No,No,No,Car passenger,Female,77,0,43,Major Cities of Australia,Melbourne - Inner South,Glen Eira (C),Arterial Road,No,No,75_or_older,Day
1580,20202137,Vic,2020-01,Friday,15:10:00,Multiple,No,No,No,Car driver,Male,86,57,43,Major Cities of Australia,Geelong,Greater Geelong (C),Local Road,Yes,No,75_or_older,Day
1581,20203064,Qld,2020-01,Friday,14:00:00,Multiple,No,No,Yes,Car driver,Male,84,102,42,Inner Regional Australia,Wide Bay,Bundaberg (R),National or State Highway,No,No,75_or_older,Day
1582,20204040,SA,2020-01,Thursday,11:45:00,Single,No,No,No,Car passenger,Male,80,0,42,Major Cities of Australia,Adelaide - North,Salisbury (C),Arterial Road,No,No,75_or_older,Day
1583,20201025,NSW,2020-01,Tuesday,2:15:00,Single,No,No,No,Car driver,Male,48,82,14,Inner Regional Australia,Coffs Harbour - Grafton,Clarence Valley,Arterial Road,No,No,40_to_64,Night
1584,20203019,Qld,2020-01,Monday,22:00:00,Single,No,No,No,Car driver,Female,19,77,3,Remote Australia,Central Queensland,Central Highlands (R) (Qld),National or State Highway,No,No,17_to_25,Night
1585,20203019,Qld,2020-01,Monday,22:00:00,Single,No,No,No,Car passenger,Male,28,20,5,Remote Australia,Central Queensland,Central Highlands (R) (Qld),National or State Highway,No,No,26_to_39,Night
1586,20201181,NSW,2020-01,Monday,19:20:00,Multiple,No,No,No,Pedal cyclist,Male,51,30,28,Inner Regional Australia,Southern Highlands and Shoalhaven,Shoalhaven,Local Road,No,No,40_to_64,Night
1587,20202173,Vic,2020-01,Thursday,21:50:00,Single,No,No,No,Car driver,Male,28,87,5,Outer Regional Australia,Warrnambool and South West,Moyne (S),Arterial Road,No,No,26_to_39,Night
1588,20202014,Vic,2020-01,Thursday,20:20:00,Single,No,No,No,Car driver,Male,48,120,14,Inner Regional Australia,Ballarat,Central Goldfields (S),Local Road,No,No,40_to_64,Night
1589,20202099,Vic,2020-01,Monday,15:35:00,Multiple,No,No,No,Car driver,Male,22,83,5,Inner Regional Australia,Latrobe - Gippsland,South Gippsland (S),Arterial Road,No,No,17_to_25,Day
1590,20207003,NT,2020-01,Wednesday,14:00:00,Single,No,No,No,Car passenger,Male,24,0,5,Very Remote Australia,Northern Territory - Outback,Roper Gulf (R),Local Road,Yes,No,17_to_25,Day
1591,20201066,NSW,2020-01,Friday,17:15:00,Multiple,No,Yes,No,Car passenger,Female,38,20,13,Outer Regional Australia,Central West,Parkes,National or State Highway,No,No,26_to_39,Day
1592,20201071,NSW,2020-01,Friday,13:45:00,Single,No,No,No,Car driver,Male,32,62,13,Inner Regional Australia,Hunter Valley exc Newcastle,Port Stephens,Arterial Road,No,No,26_to_39,Day
1593,20202035,Vic,2020-01,Monday,11:15:00,Multiple,No,No,No,Motorcycle rider,Male,38,93,12,Major Cities of Australia,Mornington Peninsula,Frankston (C),Local Road,No,No,26_to_39,Day
1594,20203142,Qld,2020-01,Friday,15:00:00,Single,No,No,No,Car driver,Male,20,158,2,Outer Regional Australia,Mackay - Isaac - Whitsunday,Whitsunday (R),National or State Highway,No,No,26_to_39,Day
1595,20203246,Qld,2020-01,Wednesday,12:00:00,Single,No,Yes,No,Car driver,Male,39,69,13,Outer Regional Australia,Mackay - Isaac - Whitsunday,Isaac (R),National or State Highway,No,No,26_to_39,Day
1596,20202181,Vic,2020-01,Sunday,23:25:00,Single,No,No,No,Pedestrian,Male,39,0,14,Inner Regional Australia,Latrobe - Gippsland,Latrobe (C) (Vic.),Local Road,No,No,26_to_39,Night
1597,20201168,NSW,2020-01,Friday,22:01:00,Single,No,No,No,Pedestrian,Male,54,20,28,Inner Regional Australia,Coffs Harbour - Grafton,Clarence Valley,National or State Highway,Yes,No,40_to_64,Night
1598,20201119,NSW,2020-01,Monday,18:00:00,Multiple,No,Yes,No,Car passenger,Female,34,0,13,Outer Regional Australia,Central West,Mid-Western Regional,Sub-Arterial Road,No,No,26_to_39,Night
1599,20206025,Tas,2020-01,Saturday,12:30:00,Single,Yes,No,No,Pedestrian,Female,56,0,28,Outer Regional Australia,West and North West,Burnie (C),Local Road,No,No,40_to_64,Day
1600,20201208,NSW,2020-01,Thursday,14:30:00,Single,No,No,No,Pedestrian,Male,36,0,12,Major Cities of Australia,Sydney - South West,Liverpool,Arterial Road,No,No,26_to_39,Day
1601,20201067,NSW,2020-01,Wednesday,2:59:00,Single,No,No,No,Motorcycle rider,Male,35,144,13,Major Cities of Australia,Newcastle and Lake Macquarie,Newcastle,Collector Road,No,No,26_to_39,Night
1602,20203227,Qld,2020-01,Friday,23:00:00,Single,No,No,No,Pedestrian,Male,17,20,4,Major Cities of Australia,Brisbane - East,Brisbane (C),National or State Highway,No,No,17_to_25,Night
1603,20201244,NSW,2020-01,Sunday,22:40:00,Single,No,No,No,Pedestrian,Female,79,0,42,Major Cities of Australia,Sydney - Ryde,Ryde,Arterial Road,No,No,75_or_older,Night
1604,20204062,SA,2020-01,Saturday,13:50:00,Multiple,No,No,No,Car driver,Male,34,153,14,Outer Regional Australia,South Australia - South East,The Coorong (DC),National or State Highway,No,No,26_to_39,Day
1605,20202096,Vic,2020-01,Tuesday,22:00:00,Single,No,No,No,Pedestrian,Male,52,0,28,Inner Regional Australia,Latrobe - Gippsland,Bass Coast (S),Arterial Road,No,No,40_to_64,Night
1606,20202098,Vic,2020-01,Friday,6:00:00,Single,No,No,No,Pedestrian,Male,77,20,42,Inner Regional Australia,Ballarat,Central Goldfields (S),National or State Highway,No,No,75_or_older,Day
1607,20204030,SA,2020-01,Wednesday,12:58:00,Single,No,No,No,Pedestrian,Female,78,0,42,Major Cities of Australia,Adelaide - West,Port Adelaide Enfield (C),Local Road,Yes,No,75_or_older,Day
1608,20203211,Qld,2020-01,Thursday,20:00:00,Single,No,No,Yes,Pedestrian,Male,18,0,2,Inner Regional Australia,Toowoomba,Toowoomba (R),Local Road,No,No,17_to_25,Night
1609,20201141,NSW,2020-01,Monday,21:10:00,Single,No,No,Yes,Pedestrian,Male,17,0,3,Outer Regional Australia,Riverina,Griffith,Arterial Road,No,No,17_to_25,Night
1610,20206021,Tas,2020-01,Monday,19:26:00,Multiple,No,No,No,Pedestrian,Male,40,0,14,Inner Regional Australia,Launceston and North East,Launceston (C),Local Road,No,No,40_to_64,Night
1611,20191291,NSW,2019-12,Sunday,22:57:00,Single,No,No,No,Car driver,Female,36,106,12,Inner Regional Australia,Mid North Coast,Mid-Coast,Arterial Road,No,No,26_to_39,Night
1612,20194019,SA,2019-12,Saturday,20:30:00,Single,No,No,No,Car driver,Male,34,107,11,Outer Regional Australia,Barossa - Yorke - Mid North,Yorke Peninsula (DC),Arterial Road,Yes,No,26_to_39,Night
1613,20191235,NSW,2019-12,Saturday,5:00:00,Single,No,No,No,Car driver,Male,30,105,5,Inner Regional Australia,Hunter Valley exc Newcastle,Singleton,Arterial Road,No,No,26_to_39,Night
1614,20195142,WA,2019-12,Friday,20:35:00,Single,No,No,No,Car passenger,Female,31,20,14,Inner Regional Australia,Mandurah,Murray (S),National or State Highway,No,No,26_to_39,Night
1615,20192151,Vic,2019-12,Sunday,21:06:00,Multiple,No,No,No,Car passenger,Male,41,0,11,Major Cities of Australia,Geelong,Greater Geelong (C),Sub-Arterial Road,No,No,40_to_64,Night
1616,20191205,NSW,2019-12,Saturday,2:35:00,Single,No,No,No,Car driver,Male,23,95,7,Inner Regional Australia,Hunter Valley exc Newcastle,Cessnock,Sub-Arterial Road,No,No,17_to_25,Night
1617,20196025,Tas,2019-12,Tuesday,20:50:00,Single,No,No,No,Car driver,Male,24,134,6,Outer Regional Australia,Launceston and North East,Dorset (M),National or State Highway,No,No,17_to_25,Night
1618,20195146,WA,2019-12,Tuesday,2:40:00,Multiple,No,No,No,Car driver,Male,31,93,12,Very Remote Australia,Western Australia - Outback (North),Ashburton (S),Arterial Road,No,No,26_to_39,Night
1619,20192074,Vic,2019-12,Thursday,21:26:00,Single,No,No,No,Motorcycle rider,Male,26,114,7,Major Cities of Australia,Mornington Peninsula,Frankston (C),Local Road,No,No,26_to_39,Night
1620,20192128,Vic,2019-12,Saturday,22:32:00,Multiple,No,No,No,Pedal cyclist,Male,16,30,5,Inner Regional Australia,Bendigo,Greater Bendigo (C),Arterial Road,Yes,No,0_to_16,Night
1621,20194012,SA,2019-12,Monday,5:30:00,Multiple,No,No,Yes,Car driver,Male,18,155,4,Outer Regional Australia,South Australia - South East,The Coorong (DC),National or State Highway,No,No,17_to_25,Night
1622,20192229,Vic,2019-12,Saturday,6:10:00,Multiple,No,Yes,No,Car driver,Male,29,62,6,Major Cities of Australia,Melbourne - North West,Hume (C),National or State Highway,No,No,26_to_39,Day
1623,20195136,WA,2019-12,Sunday,10:40:00,Multiple,No,No,No,Motorcycle rider,Male,76,95,42,Major Cities of Australia,Perth - South West,Cockburn (C),National or State Highway,No,No,75_or_older,Day
1624,20191147,NSW,2019-12,Saturday,22:20:00,Multiple,No,No,No,Car passenger,Female,20,0,1,Major Cities of Australia,Sydney - Ryde,Ryde,Arterial Road,No,No,17_to_25,Night
1625,20192041,Vic,2019-12,Sunday,12:18:00,Multiple,No,No,Yes,Car passenger,Female,37,0,14,Inner Regional Australia,Ballarat,Hepburn (S),Sub-Arterial Road,Yes,No,26_to_39,Day
1626,20195137,WA,2019-12,Saturday,12:48:00,Single,No,No,No,Car passenger,Male,6,20,2,Very Remote Australia,Western Australia - Outback (North),Wyndham-East Kimberley (S),National or State Highway,No,No,0_to_16,Day
1627,20192041,Vic,2019-12,Sunday,12:18:00,Multiple,No,No,Yes,Car passenger,Male,5,0,3,Inner Regional Australia,Ballarat,Hepburn (S),Sub-Arterial Road,Yes,No,0_to_16,Day
1628,20194052,SA,2019-12,Sunday,16:55:00,Single,No,No,No,Car driver,Male,47,114,13,Outer Regional Australia,Barossa - Yorke - Mid North,Clare and Gilbert Valleys (DC),Arterial Road,No,No,40_to_64,Day
1629,20196003,Tas,2019-12,Sunday,11:47:00,Single,No,No,No,Car driver,Male,19,81,4,Outer Regional Australia,South East,Derwent Valley (M),Local Road,No,No,17_to_25,Day
